countrycode,countryshort,countryname,party_id,party_short,party_name,party_name_english,file
28,SVK,Slovakia,2804,SMK-MDP,Strana madarskej komunity,Party of the Hungarian Community,CHES+2017+Codebook
28,SVK,Slovakia,2805,KDH,Krestanskodemokraticke hnutie,Christian Democratic Movement,CHES+2017+Codebook
28,SVK,Slovakia,2809,SNS,Slovenska narodna strana,Slovak National Party,CHES+2017+Codebook
28,SVK,Slovakia,2812,Sas,Sloboda a Solidarita,Freedom and Solidarity,CHES+2017+Codebook
28,SVK,Slovakia,2813,Most-Hid,Most-Hid,Bridge,CHES+2017+Codebook
28,SVK,Slovakia,2814,OlaNO- NOVA,Obycajni udia a nezavisle osobnosti-NOV,Ordinary People and Independent Personalities-NOVA,CHES+2017+Codebook
28,SVK,Slovakia,2816,Siet,Siet,Network,CHES+2017+Codebook
28,SVK,Slovakia,2817,Kotleba LSNS,=udova strana  Nase Slovensko (Marian Kotleba) ,People s Party- Our Slovakia,CHES+2017+Codebook
28,SVK,Slovakia,2818,Sme Rodina,Sme Rodina,We Are Family,CHES+2017+Codebook
1,BEL,Belgium,103,PS, Parti Socialiste,Socialist Party,CHES+Ukraine+Codebook
1,BEL,Belgium,103,SP SPA,Socialistische Partij; Socialistische Partij Anders,Socialist Party; Socialist Party Different,CHES+Ukraine+Codebook
1,BEL,Belgium,104,ECOLO,ecologistes Confederes pour lorganisation de luttes originales,Confederated ecologists for the organisation of original struggles,CHES+Ukraine+Codebook
1,BEL,Belgium,105,AGALEV; Groen,Agalev; Groen!,Agalev; Green!,CHES+Ukraine+Codebook
1,BEL,Belgium,106,PRL; MR,Parti Reformateur Liberal; Mouvement Reformateur,Liberal Reformist Party; Reformist Movement,CHES+Ukraine+Codebook
1,BEL,Belgium,107,VLD; PVV,Vlaamse Liberalen en Democraten; Partij voor Vrijheid en Vooruitgang,Flemish Liberals and Democrats; Party of Liberty and Progress,CHES+Ukraine+Codebook
1,BEL,Belgium,108,PSC; CDH,Parti Social Chretien; Centre Democrate Humaniste,Christian Social Party; Humanist Democratic Centre,CHES+Ukraine+Codebook
1,BEL,Belgium,109,CVP; CD&V,Christelijke Volkspartij; Christen-Democratisch & Vlaams,Christian Peoples Party; Christian Democratic & Flemish,CHES+Ukraine+Codebook
1,BEL,Belgium,110,VU; NVA,Volksunie; Nieuw-Vlaamse Alliantie,Peoples Union; New Flemish Alliance,CHES+Ukraine+Codebook
1,BEL,Belgium,112,VB,Vlaams Blok; Vlaams Belang,Flemish Bloc; Flemish Interest,CHES+Ukraine+Codebook
1,BEL,Belgium,119,PVDA-PTB,Partij van de Arbeid van Belgiue/Parti du travail de Belgiqu,Workers Party of Belgium,CHES+Ukraine+Codebook
2,DNK,Denmark,201,SD,Socialdemokratiet,Social Democrats,CHES+Ukraine+Codebook
2,DNK,Denmark,202,RV,Det Radikale Venstre,Radical Left-Social Liberal Party,CHES+Ukraine+Codebook
2,DNK,Denmark,203,KF,Konservative,Conservatives,CHES+Ukraine+Codebook
2,DNK,Denmark,206,SF,Socialistisk Folkeparti,Socialist Peoples Party; Green Left,CHES+Ukraine+Codebook
2,DNK,Denmark,211,V,Venstre; Danmarks Liberale Parti,Liberal Party of Denmark,CHES+Ukraine+Codebook
2,DNK,Denmark,213,EL; ENO,Enhedslisten - De Rod-Gronne,Unity List-Red/Green Alliance,CHES+Ukraine+Codebook
2,DNK,Denmark,215,DF,Dansk Folkeparti,Danish Peoples Party,CHES+Ukraine+Codebook
2,DNK,Denmark,218,NLA,Ny-Liberal Alliance; Liberal Alliance (LA),New Liberal Alliance; Liberal Alliance,CHES+Ukraine+Codebook
2,DNK,Denmark,219,A,Alternativet,The Alternative,CHES+Ukraine+Codebook
2,DNK,Denmark,220,NB,Nye Borgerlige,The New Right,CHES+Ukraine+Codebook
2,DNK,Denmark,221,M,Moderaterne,Moderates,CHES+Ukraine+Codebook
2,DNK,Denmark,222,DD,Danmarksdemokraterne,The Danish Democrats,CHES+Ukraine+Codebook
3,DEU,Germany,301,CDU,Christlich Demokratische Union Deutschlands ,Christian Democratic Union of Germany,CHES+Ukraine+Codebook
3,DEU,Germany,302,SPD,Sozialdemokratische Partei Deutschlands ,Social Democratic Party of Germany,CHES+Ukraine+Codebook
3,DEU,Germany,303,FDP ,Freie Demokratische Partei ,Free Democratic Party,CHES+Ukraine+Codebook
3,DEU,Germany,304,Grunen, Bundnis 90; Die Grunen ,Alliance 90; The Greens ,CHES+Ukraine+Codebook
3,DEU,Germany,306,PDS; Linkspartei; Linke ,Partei des Demokratischen Sozialismus; Die Linkspartei; Die Linke ,Party of Democratic Socialism; Left Party; The Left,CHES+Ukraine+Codebook
3,DEU,Germany,308,CSU ,Christlich Soziale Union in Bayern ,Christian Social Union in Bavaria ,CHES+Ukraine+Codebook
3,DEU,Germany,310,AfD ,Alternative fur Deutschland ,Alternative for Germany,CHES+Ukraine+Codebook
4,GRC,Greece,401,PASOK ,Panellinio Sosialistiko Kinima -Kinima Allagis ,Panhellenic Socialist Movement ,CHES+Ukraine+Codebook
4,GRC,Greece,402, ND ,Nea Dimokratia ,New Democracy ,CHES+Ukraine+Codebook
4,GRC,Greece,403,SYN; SYRIZA ,Synaspismos tis Aristeras kai tis Proodou; Synaspismos Rizospastikis Aristeras ,Coalition of the Left and Progress; Coalition of the Radical Left ,CHES+Ukraine+Codebook
4,GRC,Greece,404,KKE ,Kommounistiko Komma Elladas ,Communist Party of Greece ,CHES+Ukraine+Codebook
4,GRC,Greece,415,XA ,Laikos Syndesmos -Chrysi Avgi ,Peoples Association-Golden Dawn ,CHES+Ukraine+Codebook
4,GRC,Greece,416,EL ,Elliniki Lysi ,Greek Solution ,CHES+Ukraine+Codebook
4,GRC,Greece,417,MR25 ,,European Realistic Disobedience Front [MeRa25] ,CHES+Ukraine+Codebook
4,GRC,Greece,418,DIKKI; KIDISO ,Dimokratiko Kinoniko Kinima; Kinima Dimokraton Sosialiston  ,Democratic Social Movement; Movement of Democratic Socialists,CHES+Ukraine+Codebook
5,ESP,Spain,501,PSOE,Partido Socialista Obrero Espanol,Spanish Socialist Workers Party ,CHES+Ukraine+Codebook
5,ESP,Spain,502,PP ,Partido Popular; Alianza-Partido Popular ,Peoples Party; Peoples Alliance Party ,CHES+Ukraine+Codebook
5,ESP,Spain,504,IU ,Izquierda Unida; Partido Comunista ,United Left; Communist Party ,CHES+Ukraine+Codebook
5,ESP,Spain,506,PNV ,Euzko Alderdi jeltzalea/Partido Nacionalista Vasco ,Basque Nationalist Party ,CHES+Ukraine+Codebook
5,ESP,Spain,511,ERC ,Esquerra Republicana de Catalunya ,Republican Left of Catalonia ,CHES+Ukraine+Codebook
5,ESP,Spain,513,BNG ,Bloque Nacionalista Galego ,Galacian Nationalist Bloc ,CHES+Ukraine+Codebook
5,ESP,Spain,517,CC ,Coalicion Canaria ,Canarian Coalition ,CHES+Ukraine+Codebook
5,ESP,Spain,524,EHB ,Amaiur; Euskal Herria Bildu ,Amaiur; Basque Country Unite/Gather ,CHES+Ukraine+Codebook
5,ESP,Spain,525,Podemos ,Podemos; Unidas ,Podemos; We Can ,CHES+Ukraine+Codebook
5,ESP,Spain,526,Cs ,Ciudadanos-Partido de la Ciudadania ,Citizens-Party of the Citizenry ,CHES+Ukraine+Codebook
5,ESP,Spain,527,Vox ,Vox ,Voice (Latin) ,CHES+Ukraine+Codebook
5,ESP,Spain,528,Pais ,Mas Pais ,More Country ,CHES+Ukraine+Codebook
5,ESP,Spain,550,PdCAT ,Partit Democrata Europeu Catala (junts per Cataluyna partner)  ,Catalan European Democratic Party (Together for Catalonia Partner) ,CHES+Ukraine+Codebook
6,FRA,France,601,PCF ,Parti Communiste Francai,French Communist Party ,CHES+Ukraine+Codebook
6,FRA,France,602,PS,Parti Socialiste ,Socialist Party ,CHES+Ukraine+Codebook
6,FRA,France,603,PRG ,Parti Radical de Gauche ,Left Radical Party ,CHES+Ukraine+Codebook
6,FRA,France,605,EELV ,Les Verts ,Green Party ,CHES+Ukraine+Codebook
6,FRA,France,609,LR ,Les Republicains ,The Republicans ,CHES+Ukraine+Codebook
6,FRA,France,610,RN ,Le Rassemblement ,National National Rally ,CHES+Ukraine+Codebook
6,FRA,France,613,MoDem ,Union pour la Democratie Francaise/ Mouvement pour la democratie,Union for French Democracy; French Democratic Movement ,CHES+Ukraine+Codebook
6,FRA,France,626,REM; RE ,La Republique en Marche!; Rennaissance ,The Republic Onwards!; Renaissance ,CHES+Ukraine+Codebook
6,FRA,France,627,FI ,La France insoumise ,Unbowed France ,CHES+Ukraine+Codebook
6,FRA,France,628,DLF,Debout la France,France Arise ,CHES+Ukraine+Codebook
6,FRA,France,629,UDI ,Union des democrates et des independents ,Union of Democrats and Independents ,CHES+Ukraine+Codebook
7,IRL,Ireland,701,FF ,Fianna Fail ,Soldiers of Destiny ,CHES+Ukraine+Codebook
7,IRL,Ireland,702,FG ,Fine Gael ,Family of the Irish ,CHES+Ukraine+Codebook
7,IRL,Ireland,703,Lab ,Pairti Lucht ,Oibre Labour ,CHES+Ukraine+Codebook
7,IRL,Ireland,705,GP ,Comhaontas Glas ,Green Party ,CHES+Ukraine+Codebook
7,IRL,Ireland,707,SF ,Sinn Fein ,We Ourselves ,CHES+Ukraine+Codebook
7,IRL,Ireland,708,SPD ,Pairti Soisialach ,Socialist Party ,CHES+Ukraine+Codebook
7,IRL,Ireland,709,PBPA ,People Before Profit Alliance ,People Before Profit Alliance ,CHES+Ukraine+Codebook
7,IRL,Ireland,710,DS ,Daonlathaigh Shoisialta ,Social Democrats ,CHES+Ukraine+Codebook
7,IRL,Ireland,711,I4C ,Independents for Change ,Independents for Change,CHES+Ukraine+Codebook
8,ITA,Italy,811,LN ,LN,Lega Nord; Lega ,CHES+Ukraine+Codebook
8,ITA,Italy,815,FI-PdL ,Forza Italia-Il Popolo della Liberta ,Forward Italy-The People of Freedom ,CHES+Ukraine+Codebook
8,ITA,Italy,837,PD ,Partito Democratico ,Democratic Party ,CHES+Ukraine+Codebook
8,ITA,Italy,838,SI-EV ,Sinistra Italia-Europa Verde ,Italian Left-Green Europe ,CHES+Ukraine+Codebook
8,ITA,Italy,844,FDI ,Fratelli dItalia ,Brothers of Italy ,CHES+Ukraine+Codebook
8,ITA,Italy,845,M5S ,Movimento Cinque ,Stelle Five Star Movement ,CHES+Ukraine+Codebook
8,ITA,Italy,832,PlusEuropa ,PlusEuropa (previously Radicali Italiani) ,PlusEurope (previously Italian Radicals),CHES+Ukraine+Codebook
8,ITA,Italy,849,A-IV ,Azione-Italia Viva ,Action-Italy Alive ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1001,CDA ,Christen-Democratisch Appel ,Christian Democratic Appeal ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1002,PvdA ,Partij van de Arbeid ,Labour Party ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1003,VVD ,Volkspartij voor Vrijheid en Democratie ,Peoples Party for Freedom and Democracy ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1004,D66 ,Democraten 66 ,Democrats 66 ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1005,GL ,GroenLinks ,GreenLeft ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1006,SGP ,Staatkundig Gereformeerde Partij ,Politcal Reformed Party ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1014,SP ,Socialistische Partij ,Socialist Party ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1016,CU ,ChristenUnie ,ChristianUnion ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1017,PVV ,Partij voor de Vrijheid ,Party for Freedom ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1018,PVdD  ,Partij voor de Dieren ,Party for the Animals,CHES+Ukraine+Codebook
10,NLD,Netherlands,1020,50PLUS ,50PLUS ,50PLUS ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1050,DENK ,Beweging DENK ,Think ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1051,FvD ,Forum voor Vrijheid en Democratie ,Forum for Freedom in Democracy ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1052,Volt ,Volt Nederland ,Volt Netherlands ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1053,jA21 ,juiste Antwoord 2021 ,Correct Answer 2021/Right Answer 2021 ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1054,BBB ,BoerBurgerBeweging ,Farmer-Citizen Movement ,CHES+Ukraine+Codebook
10,NLD,Netherlands,1055,BIj1 ,BIj1  ,Together,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1101,Cons ,Conservative Party ,Conservative Party ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1102,Lab ,Labour Party,Labour Party ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1104,LibDem ,Liberal Democratic Party ,Liberal Democratic Party ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1105,SNP ,Scottish National Party ,Scottish National Party ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1106,Plaid ,Plaid Cymru,Plaid Cymru ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1107,Green ,Green Party ,Green Party ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1110,Reform UK ,Reform UK (previously Brexit Party) ,Reform UK ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1112,APNI ,Alliance Party of Northern Ireland ,Alliance Party of Northern Ireland ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1113,SF ,Sinn Fein ,Sinn Fein ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1114,SDLP ,Pairti Soisialta Daonlathach an Lucht Oibre ,Social Democratic and Labour Party ,CHES+Ukraine+Codebook
11,GBR,United Kingdom,1115,DUP ,Democratic Unionist ,Party Democratic Unionist Party,CHES+Ukraine+Codebook
12,PRT,Portugal,1201,CDU ,Coligao Democratica Unitari,Democratic Unitarian Coalition ,CHES+Ukraine+Codebook
12,PRT,Portugal,1202,CDS; PP ,Centro Democratico e Social; Partido Poplar ,Democratic and Social Center; Peoples Party,CHES+Ukraine+Codebook
12,PRT,Portugal,1205,PS ,Partido Socialista ,Socialist Party ,CHES+Ukraine+Codebook
12,PRT,Portugal,1206,PPD; PSD ,Partido Popular Democratico; Partido Social ,Democrata Democratic Peoples Party; Social Democratic Party ,CHES+Ukraine+Codebook
12,PRT,Portugal,1208,BE ,Bloco de Esquerda ,Left Bloc ,CHES+Ukraine+Codebook
12,PRT,Portugal,1210,PCP ,Partido Comunista Portugues ,Portuguese Communist Party ,CHES+Ukraine+Codebook
12,PRT,Portugal,1211,PEV ,Partido Ecologista os Verdes ,Ecologist Party (The Greens) ,CHES+Ukraine+Codebook
12,PRT,Portugal,1250,PAN ,Pessosas - Animais - Natureza ,People - Animals - Nature ,CHES+Ukraine+Codebook
12,PRT,Portugal,1251,L ,Livre ,Free ,CHES+Ukraine+Codebook
12,PRT,Portugal,1252,IL ,Iniciativa Liberal ,Liberal Initiative ,CHES+Ukraine+Codebook
12,PRT,Portugal,1253,CHEGA ,Chega ,Enough,CHES+Ukraine+Codebook
13,AUT,Austria,1301,SPo ,Sozialdemokratische Partei osterreichs ,Sozialdemokratische Partei osterreichs ,CHES+Ukraine+Codebook
13,AUT,Austria,1302,oVP ,osterreichische Volkspartei ,osterreichische Volkspartei,CHES+Ukraine+Codebook
13,AUT,Austria,1303,FPo ,Freiheitliche Partei osterreichs ,Freedom Party of Austria ,CHES+Ukraine+Codebook
13,AUT,Austria,1304,Grune ,Die Grunen ,The Austrian Green Party ,CHES+Ukraine+Codebook
13,AUT,Austria,1306, LIF; NEOS ,Liberales Forum; NEOS-Das Neue osterreich und Liberales Forum ,Liberal Forum; NEOS-The New Austria and Liberal Forum ,CHES+Ukraine+Codebook
14,FIN,Finland,1401,SDP;SSDP ,Suomen Sosialidemokraattinen; Suomen Sosialidemokraattinen Puolue Finland,Socialdemokratiska Parti Social Democratic Party of Finland ,CHES+Ukraine+Codebook
14,FIN,Finland,1402,KOK ,Kansallinen Kokoomus ,National Coalition Party ,CHES+Ukraine+Codebook
14,FIN,Finland,1403,KESK ,Suomen Keskusta ,Finnish Center Party ,CHES+Ukraine+Codebook
14,FIN,Finland,1404,VAS; DL ,Vasemmistoliitto; Demokraattinen Liitto Demokratiska Forbund,Left Alliance; Democratic Union ,CHES+Ukraine+Codebook
14,FIN,Finland,1405,SP; P; PS ,Suomen Puolue; Persussuomalaiset; Perussuomalaiset Sannfinlandarn,Finnish Party; True Finns; Finns Party ,CHES+Ukraine+Codebook
14,FIN,Finland,1406,RKP/SFP ,Ruotsalainen kansanpuolu/Svenska folkpartiet ,Swedish Peoples Party ,CHES+Ukraine+Codebook
14,FIN,Finland,1408,VIHR ,Vihrea Liitto ,Green League ,CHES+Ukraine+Codebook
14,FIN,Finland,1409, SKL;KD ,Suomen Kristillinen Liitto; Kristillisdemokraatit; Kristillisdemokraatit Kristdemokratern,Finnish Christian League; Christian Democrats ,CHES+Ukraine+Codebook
14,FIN,Finland,1410,LN ,Liike Nyt ,Movement Now ,CHES+Ukraine+Codebook
16,SWE,Sweden,1601,V ,Vansterpartiet ,Left Party ,CHES+Ukraine+Codebook
16,SWE,Sweden,1602,SAP ,Sveriges Socialdemokratiska Arbetarpartiet ,Swedish Social Democratic Party ,CHES+Ukraine+Codebook
16,SWE,Sweden,1603,C ,Centerpartiet ,Center Party ,CHES+Ukraine+Codebook
16,SWE,Sweden,1604,L ,Liberalerna ,Liberals ,CHES+Ukraine+Codebook
16,SWE,Sweden,1605,M ,Moderaterna ,Moderate Party ,CHES+Ukraine+Codebook
16,SWE,Sweden,1606,KD ,Kristdemokraterna ,Christian Democrats ,CHES+Ukraine+Codebook
16,SWE,Sweden,1607,MP ,Miljopartiet de Grona ,Environment Party - The Greens ,CHES+Ukraine+Codebook
16,SWE,Sweden,1610,SD ,Sverigedemokraterna ,Sweden Democrats,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2003,BSP ,Balgarska sotsialisticheska partiya,Bulgarian Socialist Party ,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2004,DPS ,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms ,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2008,DSB ,Demokrati za silna Balgariya,Democrats for a Strong Bulgaria ,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2010,GERB ,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development ,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2018,DB ,Da Bulgaria,"Yes, Bulgaria! ",CHES+Ukraine+Codebook
20,BGR,Bulgaria,2019,ITN ,Ima takav narod (*Renamed from Slavi Trifonov ) ,There is Such a People (*Renamed from Party of Slavi Trifonov) ,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2020,Vazrazhdane ,Vazrazhdane,Revival ,CHES+Ukraine+Codebook
20,BGR,Bulgaria,2022,PP ,Prodalzhavame promyanata,We Continue the Change,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2101,CSSD ,Ceska strana socialne demokraticka ,Czech Social Democratic Party ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2102,ODS ,Obcanska demokraticka strana ,Civic Democratic Party ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2103,KSCM ,Komunisticka strana C ech a Moravy ,Communist Party of Bohemia and Moravia ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2104,KDU-CSL ,Krestanska demokraticka unie - Ceskoslovenska strana lidova ,Christian Democratic Union-Czechoslovak Peoples Party ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2109,TOP09 ,Tradice Odpovednost Prosperita 09 ,Tradition Responsibility Prosperity 09 ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2111,ANO  ,Akce nespokojenych obcanu ,Action of Dissatisfied Citizens,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2114,Pirates ,Ceska piratska strana ,Czech Pirate Party ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2115,SPD ,Svoboda a prima demokracie Tomio Okamura ,Freedom and Direct Democracy Tomio Okamura ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2116,STAN ,Starostove a nezavisli ,Mayors and Independents ,CHES+Ukraine+Codebook
21,CZE,Czech Republic,2117,Prisaha ,Prisaha ,Oath,CHES+Ukraine+Codebook
22,EST,Estonia,2201,Isamaa ,Isamaa ,Fatherland,CHES+Ukraine+Codebook
22,EST,Estonia,2202,EK ,Eesti Keskerakond ,Estonian Centre Party ,CHES+Ukraine+Codebook
22,EST,Estonia,2203,ER ,Eesti Reformierakond ,Estonian Reform Party ,CHES+Ukraine+Codebook
22,EST,Estonia,2204,SDE ,Sotsiaaldemokraatlik Erakond ,Social Democratic Party ,CHES+Ukraine+Codebook
22,EST,Estonia,2209,EKRE ,Eesti Konservatiivne Rahvaerakond ,Conservative Peoples Party ,CHES+Ukraine+Codebook
22,EST,Estonia,2210,E200 ,Erakond Eesti 200 ,Estonia 200,CHES+Ukraine+Codebook
23,HUN,Hungary,2301,MSZP  ,Magyar Szocialista Part ,Hungarian Socialist Party,CHES+Ukraine+Codebook
23,HUN,Hungary,2302,Fidesz ,Fidesz - Magyar Polgari Szovetseg / Keresztenydemokrata Neppar,Fidesz-Hungarian Civic Alliance - Christian Democratic Peoples Party ,CHES+Ukraine+Codebook
23,HUN,Hungary,2308,jOBBIK ,jobbik Magyarorszagert Mozgalom ,jobbik Movement for a Better Hungary ,CHES+Ukraine+Codebook
23,HUN,Hungary,2309,LMP-MZP ,Lehet Mas a Politika-Magyarorszag Zold Partja ,Politics can be Different-Hungarys Green Party ,CHES+Ukraine+Codebook
23,HUN,Hungary,2311,DK ,Demokratikus Koalicio ,Democratic Coalition ,CHES+Ukraine+Codebook
23,HUN,Hungary,2314,MM ,Momentum Mozgalom ,Momentum Movement ,CHES+Ukraine+Codebook
23,HUN,Hungary,2315,MKKP ,Magyar Ketfarku Kutya Part ,Hungarian Two Tailed Dog Party ,CHES+Ukraine+Codebook
23,HUN,Hungary,2316,MHM ,Mi Hazank Mozgalom ,Our Homeland Movement ,CHES+Ukraine+Codebook
23,HUN,Hungary,2317,MMM ,Mindenki Magyarorszaga Mozgalom ,Everybodys Hungary Movement ,CHES+Ukraine+Codebook
24,LVA,Latvia,2402,LKS ,Latvijas Krievu savieniba ,Latvian Russian Union ,CHES+Ukraine+Codebook
24,LVA,Latvia,2405,ZZS ,Zao un Zemnieku savieniba,Green and Farmers Union ,CHES+Ukraine+Codebook
24,LVA,Latvia,2406,NA ,Nacionala apvieniba / Tevzemei un Brivibai / LNNK ,National Alliance/For Fatherland and Freedom/ LNNK ,CHES+Ukraine+Codebook
24,LVA,Latvia,2410,Saskana ,Socialdemokratiska Partija Saskana ,Social Democratic Party Harmony ,CHES+Ukraine+Codebook
24,LVA,Latvia,2412,jauna Vienotiba ,jauna Vienotiba ,New Unity ,CHES+Ukraine+Codebook
24,LVA,Latvia,2414,LRA ,Latvijas Regionu apvieniba ,Latvian Association of Regions ,CHES+Ukraine+Codebook
24,LVA,Latvia,2417,AP! ,Attistibai/Par! ,Development/For ,CHES+Ukraine+Codebook
24,LVA,Latvia,2418,S! ,Stabilitatei! ,For Stability! ,CHES+Ukraine+Codebook
24,LVA,Latvia,2419,LPV ,Latvija pirmaja vieta ,Latvia First ,CHES+Ukraine+Codebook
24,LVA,Latvia,2420,PRO ,Progresivie ,The Progressives ,CHES+Ukraine+Codebook
24,LVA,Latvia,2421,Platforma 21 ,Platforma 21 ,Platform 21,CHES+Ukraine+Codebook
25,LTU,Lithuania,2501,LSDP ,Lietuvos socialdemokratu partija ,Lithuanian Social Democratic Party ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2506,TS-LKD ,Tevynes Sajunga ,Homeland Union ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2507,LVZS,Lietuvos valstieciu sajunga ,Lithuanian Peasant Union ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2511,LLRA ,Lietuvos lenku rinkimu akcija ,Election Action of Lithuanias Poles ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2515,TT ,Tvarka ir teisingumas ,Order and justice,CHES+Ukraine+Codebook
25,LTU,Lithuania,2516,DP ,Darbo Partija ,Labour Party ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2518,LRLS ,Lietuvos Respublikos Liberalu sajudis ,Liberal Movement of the Republic of Lithuania ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2521,LCP ,Lietuvos Centro Partija ,Lithuanian Centre Party ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2522,LZP ,Lietuvos zalioji partija ,Lithuanian Green Party ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2523,VKM-AMT ,Visuomeninis rinkimu komitetas Ausros Maldeikienes traukinys ,Public election committee Ausra Maldeikienes Train  ,CHES+Ukraine+Codebook
25,LTU,Lithuania,2524,LP ,Laisves partija ,Freedom Party ,CHES+Ukraine+Codebook
26,POL,Poland,2601,Nowa ,Lewica Nowa Lewica ,New Left (continuation of SLD) ,CHES+Ukraine+Codebook
26,POL,Poland,2603,PO ,Platforma Obywatelska ,Civic Platform ,CHES+Ukraine+Codebook
26,POL,Poland,2605,PiS ,Prawo i Sprawiedliwosc ,Law and justice ,CHES+Ukraine+Codebook
26,POL,Poland,2606,PSL ,Polskie Stronnictwo Ludowe ,Polish Peoples Party ,CHES+Ukraine+Codebook
26,POL,Poland,2618,Nowo   ,Nowoczesna,Modern,CHES+Ukraine+Codebook
26,POL,Poland,2619,Konfederacja ,Konfederacja Wolnosc i Niepodlegosc ,Confederation Liberty and Independence,CHES+Ukraine+Codebook
26,POL,Poland,2620,Razem ,Razem  ,Together,CHES+Ukraine+Codebook
26,POL,Poland,2623,P2050 ,Polska 2050 Szymona Hoowni Szymon Hoownia,Poland 2050,CHES+Ukraine+Codebook
27,ROU,Romania,2701,PSD ,Partidul Social Democrat,Social Democratic Party ,CHES+Ukraine+Codebook
27,ROU,Romania,2705,PNL ,Partidul Nacional Liberal,National Liberal Party ,CHES+Ukraine+Codebook
27,ROU,Romania,2706,UDMR ,Uniunea Democrata Maghiara din Romania ,Democratic Union of Hungarians in Romania ,CHES+Ukraine+Codebook
27,ROU,Romania,2711,PMP ,Partidul Micarea Populara,Peoples Movement Party ,CHES+Ukraine+Codebook
27,ROU,Romania,2713,USR ,Uniunea Salvani Romania,Save Romania Union ,CHES+Ukraine+Codebook
27,ROU,Romania,2714,PRO ,PRO Romania ,PRO Romania ,CHES+Ukraine+Codebook
27,ROU,Romania,2715,AUR ,Alianza pentru Unirea Romanilor,Alliance for the Union of Romanians,CHES+Ukraine+Codebook
28,SVK,Slovakia,2803,Smer-SD ,Smer socialna demokraci,Direction-Social Democracy ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2805,KDH ,Krestanskodemokraticke hnutie ,Christian Democratic Movement ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2809,SNS ,Slovenska narodna strana ,Slovak National Party ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2812,SaS ,Sloboda a solidarita ,Freedom and Solidarity ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2814,OlaNO ,Obycajni udia a nezavisle osobnosti,Ordinary People and Independent ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2817,LSNS ,udova strana Nase Slovensko (Marian Kotleba),Peoples Party Our Slovakia ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2818,Sme Rodina ,Sme Rodina  Boris Kolla,We are family-Boris Kollar ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2819,PS ,Progresivne Slovensko ,Progressive Slovakia ,CHES+Ukraine+Codebook
