iso3country,party,speaker,date_first,date_last,party.facts.id
CZE,other,Maroš Šefčovič,2011-02-03,2011-02-03,NA
CZE,KSČM,Marta Bayerová,2002-10-09,2006-03-09,NA
CZE,other,Marta Bayerová,2011-06-07,2012-01-31,NA
CZE,HSDMS,Marta Hubová,1993-04-20,1993-05-19,952
CZE,ODA,Marta Hubová,1993-12-09,1996-04-24,1008
CZE,KSČM,Marta Semelová,2010-08-10,2016-06-02,NA
CZE,other,Martin Barták,2009-06-10,2010-05-18,NA
CZE,other,Martin Bursík,1998-04-15,1998-05-15,NA
CZE,LB,Martin Chudoba,1993-02-25,1996-02-15,2138
CZE,other,Martin Elkán,2015-10-01,2015-10-01,NA
CZE,TOP09,Martin Gregora,2011-05-03,2013-02-12,223
CZE,other,Martin Holcát,2013-11-27,2013-12-10,NA
CZE,other,Martin Jahn,2004-08-24,2005-02-23,NA
CZE,ODS,Martin Kocourek,1998-09-17,2006-04-18,466
CZE,other,Martin Kocourek,2010-09-21,2011-11-09,NA
CZE,ANO,Martin Kolovratník,2013-11-25,2016-06-03,2141
CZE,ANO,Martin Komárek,2013-11-27,2016-04-19,2141
CZE,other,Martin Kuba,2011-12-06,2013-06-12,NA
CZE,Úsvit,Martin Lank,2014-03-21,2016-06-01,2049
CZE,other,Martin Mejstřík,2003-11-27,2007-11-29,NA
CZE,other,Martin Muchka,2001-03-02,2003-04-02,NA
CZE,ODS,Martin Novotný,2013-12-06,2016-06-03,466
CZE,other,Martin Pecina,2009-06-07,2013-12-16,NA
CZE,ČSSD,Martin Pecina,2010-08-10,2013-08-20,NA
CZE,TOP 09 a Starostové,Martin Plíšek,2014-07-17,2016-06-03,NA
CZE,ODS,Martin Přibáň,1993-02-25,1997-05-23,466
CZE,US,Martin Přibáň,1998-03-31,1998-05-14,905
CZE,other,Martin Říman,1996-07-25,1997-12-11,NA
CZE,ODS,Martin Říman,2002-08-07,2010-02-25,466
CZE,ANO,Martin Sedlář,2014-02-13,2016-05-27,2141
CZE,SPR-RSČ,Martin Smetana,1996-07-24,1998-05-14,NA
CZE,ČSSD,Martin Starec,1999-02-11,2002-05-09,NA
CZE,other,Martin Stropnický,1998-02-03,2016-05-26,NA
CZE,ODS,Martin Syka,1993-01-28,1996-04-25,466
CZE,other,Martin Tesařík,2013-02-19,2013-02-19,NA
CZE,VV,Martin Vacek,2010-11-02,2012-02-02,1202
CZE,Nezařazení,Martin Vacek,2013-02-13,2013-08-16,NA
CZE,ANO,Martina Berdychová,2014-02-12,2016-03-08,2141
CZE,ANO,Matěj Fichtner,2014-01-22,2016-02-11,2141
CZE,other,Michael Kocáb,2009-03-19,2010-03-12,NA
CZE,ČSSD,Michael Kuneš,1999-06-30,2002-04-09,NA
CZE,other,Michael Žantovský,1998-10-16,2002-10-08,NA
CZE,other,Michaela Marksová,2014-02-06,2016-06-01,NA
CZE,KDU-ČSL,Michaela Šojdrová,1996-10-31,2010-05-18,NA
CZE,VV,Michal Babák,2010-09-22,2013-08-07,1202
CZE,other,Michal Bortel,2005-12-08,2005-12-08,NA
CZE,ODS,Michal Doktor,1999-02-05,2011-12-06,466
CZE,Nezařazení,Michal Doktor,2011-12-07,2013-08-20,NA
CZE,ODS,Michal Frankl,1996-07-24,1997-07-10,466
CZE,ODS,Michal Frankl ,1997-02-26,1997-02-26,466
CZE,ČSSD,Michal Hašek,2003-02-18,2014-02-18,NA
CZE,TOP09,Michal Janek,2011-05-03,2012-10-26,223
CZE,HSD-SMS,Michal Kraus,1993-02-25,1993-07-07,952
CZE,ČSSD,Michal Kraus,1993-11-11,2005-12-21,NA
CZE,TOP 09 a Starostové,Michal Kučera,2013-12-12,2016-06-03,NA
CZE,KDS,Michal Lobkowicz,1993-06-15,1996-02-15,824
CZE,ODS,Michal Lobkowicz,1996-10-02,1997-11-06,466
CZE,other,Michal Lobkowicz,1998-02-11,1998-05-14,NA
CZE,US,Michal Lobkowicz,1999-02-04,2002-05-03,905
CZE,ODA,Michal Prokop,1996-07-26,1998-05-15,1008
CZE,ČSSD,Milada Emmerová,1996-10-11,2012-09-19,NA
CZE,other,Milada Emmerová,2015-09-16,2015-09-16,NA
CZE,KSČM,Milada Halíková,2006-11-29,2016-01-27,NA
CZE,ODS,Milada Kadlecová,1993-04-21,1996-03-15,466
CZE,other,Milan Balabán,2001-11-27,2006-02-10,NA
CZE,KSČM,Milan Bičík,2002-10-11,2010-03-10,NA
CZE,ANO,Milan Brázdil,2015-07-07,2016-05-04,2141
CZE,other,Milan Bureš,2008-09-23,2008-09-23,NA
CZE,ODS,Milan Cabrnoch,1998-12-02,2004-06-17,466
CZE,ČSSD,Milan Chovanec,2014-02-06,2016-06-02,NA
CZE,ČSSD,Milan Ekert,1996-10-04,2006-03-17,NA
CZE,ODA,Milan Kynčl,1998-03-25,1998-04-02,1008
CZE,SPR-RSČ,Milan Loukota,1993-01-26,1998-05-14,NA
CZE,Úsvit,Milan Šarapatka,2014-03-21,2015-03-12,2049
CZE,Nezařazení,Milan Šarapatka,2015-04-09,2016-03-03,NA
CZE,other,Milan Šimonovský,2001-11-01,2005-04-01,NA
CZE,other,Milan Štěch,1999-02-02,2013-11-27,NA
CZE,VV,Milan Šťovíček,2011-02-08,2012-10-25,1202
CZE,Nezařazení,Milan Šťovíček,2012-12-19,2013-01-17,NA
CZE,ODS,Milan Uhde,1993-01-01,1997-11-06,466
CZE,US,Milan Uhde,1998-01-28,1998-05-14,905
CZE,ČSSD,Milan Urban,1998-10-20,2016-06-01,NA
CZE,ODS,Milan Zuna,1998-08-18,2002-05-09,466
CZE,ODS,Milena Kolářová,1993-01-27,1997-12-04,466
CZE,US,Milena Kolářová,1998-02-04,1998-05-19,905
CZE,other,Milena Vicenová,2006-10-25,2006-12-13,NA
CZE,ANO,Miloš Babiš,2014-03-26,2016-06-02,2141
CZE,other,Miloš Kužvart,1998-08-19,2002-05-09,NA
CZE,ČSSD,Miloš Kužvart,2002-09-12,2006-04-20,NA
CZE,other,Miloš Malý,2011-06-21,2011-11-04,NA
CZE,ČSSD,Miloš Máša,2005-06-17,2006-05-23,NA
CZE,ČSSD,Miloš Melčák,1996-10-02,2006-04-26,NA
CZE,ODS,Miloš Patera,2002-11-29,2010-04-14,466
CZE,ČSSD,Miloš Petera,2014-03-18,2015-05-19,NA
CZE,ČMUS,Miloš Skočovský,1993-01-28,1996-04-16,NA
CZE,ČSSD,Miloš Titz,1997-07-03,2006-04-26,NA
CZE,other,Miloš Vystrčil,2004-12-15,2016-04-22,NA
CZE,ČSSD,Miloš Zeman,1996-06-27,2002-06-13,NA
CZE,other,Miloš Zeman,2013-05-07,2016-03-11,NA
CZE,ANO,Miloslav Janulík,2013-12-10,2016-04-13,2141
CZE,ČSSD,Miloslav Kala,2002-10-09,2008-10-29,NA
CZE,other,Miloslav Kala,2012-06-14,2014-06-13,NA
CZE,ČSSD,Miloslav Kučera,1997-07-04,1998-05-13,NA
CZE,ODS,Miloslav Kučera,2002-08-07,2006-04-26,466
CZE,ODS,Miloslav Kučera ml ,1998-08-19,2002-05-07,466
CZE,ČSSD,Miloslav Kučera st ,1998-10-16,2002-05-03,NA
CZE,other,Miloslav Pelc,2004-06-30,2008-01-29,NA
CZE,KSČM,Miloslav Ransdorf,1996-07-24,2004-06-24,NA
CZE,KSČM,Miloslav Ransdorf ,1996-07-24,1996-07-24,NA
CZE,ČSSD,Miloslav Vlček,1996-10-29,2010-04-16,NA
CZE,KDU-ČSL,Miloslav Výborný,1993-01-26,2003-05-22,NA
CZE,ANO,Miloslava Rutová,2016-05-05,2016-05-05,2141
CZE,KSČM,Miloslava Vostrá,2002-12-18,2016-03-10,NA
CZE,other,Mirek Topolánek,1999-12-21,2002-01-29,NA
CZE,ODS,Mirek Topolánek,2006-06-29,2009-09-15,466
CZE,other,Miroslav Antl,2016-05-24,2016-05-24,NA
CZE,ODS,Miroslav Beneš,1998-08-19,2006-05-23,466
CZE,ODS,Miroslav Bernášek,2013-02-13,2013-07-17,466
CZE,LB,Miroslav Čapek,1993-01-27,1996-02-07,2138
CZE,ODA,Miroslav Čerbák,1993-04-21,1996-03-15,1008
CZE,KSČM,Miroslav Grebeníček,1996-07-24,2016-04-19,NA
CZE,ČSSD,Miroslav Grégr,1996-07-24,2002-06-13,NA
CZE,ODS,Miroslav Jeník,2009-02-19,2013-05-17,466
CZE,KDU-ČSL,Miroslav Kalousek,1998-08-19,2009-10-02,NA
CZE,Nezařazení,Miroslav Kalousek,2009-10-20,2010-04-14,NA
CZE,TOP09,Miroslav Kalousek,2010-06-24,2013-08-20,223
CZE,TOP 09 a Starostové,Miroslav Kalousek,2013-11-27,2016-06-03,NA
CZE,ČSSD,Miroslav Kapoun,1996-10-10,2006-05-23,NA
CZE,SPR-RSČ,Miroslav Kašpárek,1993-01-26,1994-07-09,NA
CZE,LSNS,Miroslav Kašpárek,1994-12-07,1996-02-15,NA
CZE,ONH,Miroslav Kašpárek,1996-03-15,1996-03-15,NA
CZE,ODS,Miroslav Krajíček,1999-06-08,2006-04-19,466
CZE,ČSSD,Miroslav Máče,1998-10-16,2006-03-15,NA
CZE,other,Miroslav Mareš,2001-01-05,2001-01-05,NA
CZE,other,Miroslav Nenutil,2011-02-08,2014-12-12,NA
CZE,other,Miroslav Novák,2011-12-20,2012-05-04,NA
CZE,ODS,Miroslav Novotný,1995-03-15,1995-06-28,466
CZE,KSČM,Miroslav Opálka,2002-07-11,2016-06-01,NA
CZE,ODS,Miroslav Ouzký,1999-02-10,2004-05-12,466
CZE,ODS,Miroslav Pátek,2003-11-25,2006-03-08,466
CZE,VV,Miroslav Petráň,2011-05-10,2013-05-15,1202
CZE,LSU,Miroslav Raška,1993-01-27,1994-07-09,936
CZE,Nezařazení,Miroslav Raška,1994-12-15,1994-12-15,NA
CZE,ČMUS,Miroslav Raška,1995-02-09,1995-06-30,NA
CZE,LSNS,Miroslav Raška,1995-11-02,1996-02-07,NA
CZE,ONH,Miroslav Raška,1996-02-15,1996-04-23,NA
CZE,ČSSD,Miroslav Řezníček,1993-02-24,1996-02-08,NA
CZE,other,Miroslav Singer,2011-02-02,2016-05-06,NA
CZE,SPR-RSČ,Miroslav Sládek,1996-06-25,1998-04-03,NA
CZE,SPR-RSČ,Miroslav Sládek ,1997-02-13,1997-02-26,NA
CZE,ČSSD,Miroslav Svoboda,2002-11-27,2013-08-08,NA
CZE,other,Miroslav Toman,2013-07-17,2013-12-19,NA
CZE,ODS,Miroslav Tyl,1996-12-10,1998-04-16,466
CZE,KSČM,Miroslav Vacek,1996-12-11,1998-04-16,NA
CZE,ČSSD,Miroslav Váňa,2002-12-10,2013-05-09,NA
CZE,other,Miroslava Kopicová,2006-10-03,2010-03-19,NA
CZE,ODS,Miroslava Němcová,1998-08-19,2016-06-02,466
CZE,ČSSD,Miroslava Strnadlová,2011-06-09,2016-01-28,NA
CZE,KSČM,Miroslava Vlčková,1999-06-02,2006-04-20,NA
CZE,US,Monika Horáková,1998-07-17,2001-06-28,905
CZE,other,Naděžda Kavalírová,2004-12-16,2004-12-16,NA
CZE,TOP 09 a Starostové,Nina Nováková,2014-02-12,2016-06-02,NA
CZE,other,Novosad,2007-10-18,2007-10-18,NA
CZE,other,Oldřich Dědek,2001-07-13,2001-07-13,NA
CZE,ODA,Oldřich Kužílek,1993-01-26,1998-05-20,1008
CZE,other,Oldřich Martinů,2010-02-10,2010-02-10,NA
CZE,ČSSD,Oldřich Němec,2002-08-06,2006-04-26,NA
CZE,ODS,Oldřich Váca,1993-01-28,1995-04-20,466
CZE,ODS,Oldřich Vojíř,1996-10-30,2006-05-23,466
CZE,SPR-RSČ,Oldřich Vrcha,1993-01-26,1998-05-14,NA
CZE,SPR-RSČ,Oldřich Vrcha ,1997-05-22,1997-05-22,NA
CZE,Úsvit,Olga Havlová,2013-12-12,2016-06-02,2049
CZE,ČSSD,Olga Sehnalová,1997-05-14,2002-03-22,NA
CZE,Nez.-SZ,Olga Zubová,2006-10-03,2006-11-07,NA
CZE,SZ,Olga Zubová,2007-02-06,2008-10-22,1554
CZE,Nezařazení,Olga Zubová,2008-11-25,2010-01-29,NA
CZE,KDU-ČSL,Ondřej Benešík,2014-02-06,2016-05-04,NA
CZE,other,Ondřej Feber,2002-02-05,2005-05-03,NA
CZE,ODS,Ondřej Huml,1996-10-04,1997-12-11,466
CZE,US,Ondřej Huml,1998-01-28,1998-01-28,905
CZE,SZ,Ondřej Liška,2008-01-29,2008-01-30,1554
CZE,ODS,Ondřej Zemina,1993-01-27,1996-10-29,466
CZE,ODS,Ota Fejfar,1993-04-21,1996-02-15,466
CZE,other,Otakar Motejl,1998-09-17,2010-02-09,NA
CZE,other,Otakar Schlossberger,2005-05-13,2005-05-13,NA
CZE,ODS,Otakar Vychodil,1993-07-08,1996-03-13,466
CZE,VV,Otto Chaloupka,2010-12-14,2013-08-08,1202
CZE,other,Pan Drahoslav Oulehla,2010-12-14,2011-03-23,NA
CZE,other,Pan František Bányai,2010-09-07,2010-09-07,NA
CZE,other,Pan Jan Zahradník,2010-09-07,2010-09-07,NA
CZE,other,Pan John Bok,2010-07-09,2010-09-07,NA
CZE,other,Pan Pavel Varvařovský,2010-09-07,2012-06-07,NA
CZE,other,Pan Rudolf Blažek,2003-02-20,2003-02-26,NA
CZE,other,Pan Zdislav Wantula,2002-12-03,2002-12-03,NA
CZE,other,Paní Anna Šabatová,2010-07-09,2010-07-09,NA
CZE,other,Paní Eva Dundáčková,2010-07-09,2010-07-09,NA
CZE,other,Paní Iva Brožová,2010-07-09,2010-07-09,NA
CZE,other,Paní Klára Veselá Samková,2009-11-06,2009-11-06,NA
CZE,other,Paní Naděžda Kavalírová,2010-01-29,2010-01-29,NA
CZE,TOP09,Patricie Kotalíková,2011-10-25,2012-12-18,223
CZE,ČSSD,Pavel Antonín,2011-05-03,2016-05-03,NA
CZE,KDU-ČSL,Pavel Bělobrádek,2013-11-27,2016-04-15,NA
CZE,ODS,Pavel Bém,2011-03-15,2013-08-20,466
CZE,ODS,Pavel Blažek,2013-12-06,2016-06-03,466
CZE,ODS,Pavel Bohatec,2006-12-06,2010-03-17,466
CZE,other,Pavel Bradík,2003-06-27,2004-11-25,NA
CZE,ODA,Pavel Bratinka,1996-10-31,1998-05-13,1008
CZE,other,Pavel Brychta,2003-10-30,2003-10-30,NA
CZE,ANO,Pavel Čihák,2014-04-30,2016-05-27,2141
CZE,other,Pavel Dobeš,2011-09-06,2012-11-08,NA
CZE,ČSSD,Pavel Dostál,1996-07-23,2005-06-21,NA
CZE,ODS,Pavel Drobil,2010-09-24,2013-08-08,466
CZE,other,Pavel Eybert,2000-02-24,2015-09-15,NA
CZE,ČSSD,Pavel Havíř,2014-10-24,2015-09-16,NA
CZE,LSU,Pavel Hirš,1993-02-23,1994-11-01,936
CZE,LSNS,Pavel Hirš,1994-12-07,1995-05-24,NA
CZE,ODS,Pavel Hirš,1995-12-07,1996-03-13,466
CZE,KSČM,Pavel Hojda,1999-02-03,2013-05-15,NA
CZE,ČSSD,Pavel Holík,2010-12-08,2016-04-14,NA
CZE,ČSSD,Pavel Hönig,1999-03-30,2006-04-19,NA
CZE,other,Pavel Horák,2006-04-26,2006-04-26,NA
CZE,ODS,Pavel Hrnčíř,1999-03-23,2006-04-20,466
CZE,other,Pavel Hussar,1993-01-27,1993-05-20,NA
CZE,other,Pavel Janata,2002-05-09,2005-08-19,NA
CZE,KDS,Pavel Kolář,1993-11-11,1996-02-06,824
CZE,KSČM,Pavel Kováčik,1996-10-04,2016-06-03,NA
CZE,LSNS,Pavel Kulička,1994-12-08,1996-02-14,NA
CZE,ONH,Pavel Kulička,1996-03-13,1996-03-13,NA
CZE,ODS,Pavel Lang,1999-02-03,2001-10-23,466
CZE,SPR-RSČ,Pavel Maixner,1996-07-24,1998-05-15,NA
CZE,other,Pavel Mertlík,1998-08-19,2001-04-12,NA
CZE,US,Pavel Němec,1998-07-17,2002-06-13,905
CZE,US-DEU,Pavel Němec,2002-07-16,2006-05-23,104
CZE,other,Pavel Novák,2012-03-20,2012-03-20,NA
CZE,ODS,Pavel Pešek,1993-07-09,1997-12-10,466
CZE,US,Pavel Pešek,1998-02-25,2002-05-09,905
CZE,ČSSD,Pavel Petržílek,1993-09-14,1993-09-14,NA
CZE,KDU-ČSL,Pavel Plánička,2002-02-14,2002-04-26,NA
CZE,ČSSD,Pavel Ploc,2006-11-08,2016-03-22,NA
CZE,ANO,Pavel Plzák,2013-11-27,2016-05-03,2141
CZE,other,Pavel Rychetský,1998-08-18,2003-07-08,NA
CZE,KDU-ČSL,Pavel Šafařík,1993-12-02,2001-10-26,NA
CZE,LSU,Pavel Seifer,1993-01-28,1994-09-29,936
CZE,ČSSD,Pavel Seifer,1994-11-03,1995-12-08,NA
CZE,KDU-ČSL,Pavel Severa,1993-03-23,2006-05-23,NA
CZE,ANO,Pavel Šrámek,2014-03-20,2016-05-26,2141
CZE,ODS,Pavel Staněk,2010-09-24,2013-06-12,466
CZE,other,Pavel Štern,2014-06-18,2014-06-18,NA
CZE,other,Pavel Štohl,2015-01-20,2015-01-20,NA
CZE,ODS,Pavel Suchánek,1999-10-13,2013-06-19,466
CZE,other,Pavel Sušický,2006-04-25,2006-04-25,NA
CZE,US,Pavel Svoboda,1998-08-19,2002-04-26,905
CZE,US-DEU,Pavel Svoboda,2002-10-08,2005-09-20,104
CZE,ODS,Pavel Svoboda,2006-07-28,2013-03-21,466
CZE,other,Pavel Tigrid,1994-03-23,1996-03-13,NA
CZE,KDS,Pavel Tollner,1993-01-28,1995-06-29,824
CZE,KDU-ČSL,Pavel Tollner,1995-09-28,2001-10-31,NA
CZE,other,Pavel Varvařovský,2012-12-13,2013-04-03,NA
CZE,ANO,Pavel Volčík,2014-07-17,2014-09-18,2141
CZE,other,Pavel Zářecký,2010-02-09,2010-02-09,NA
CZE,KDU-ČSL,Pavla Golasowská,2016-02-11,2016-06-02,NA
CZE,KDU-ČSL,Pavla Jurková,1996-10-03,1996-12-17,NA
CZE,ČSSD,Pavlína Nytrová,2014-04-30,2016-06-01,NA
CZE,TOP09,Pavol Lukša,2011-03-25,2013-08-13,223
CZE,Úsvit,Petr Adam,2013-12-10,2015-04-30,2049
CZE,Nezařazení,Petr Adam,2015-10-27,2015-12-08,NA
CZE,ODS,Petr Bachna,1993-09-14,1995-11-02,466
CZE,ODS,Petr Bendl,1998-10-16,2016-06-03,466
CZE,other,Petr Bendl,2006-12-05,2009-05-06,NA
CZE,KSČM,Petr Braný,2002-08-07,2013-08-08,NA
CZE,ODS,Petr Bratský,2002-07-11,2010-05-27,466
CZE,other,Petr Bratský,2012-09-19,2014-06-11,NA
CZE,ODS,Petr Brodský,1993-03-25,1996-04-23,466
CZE,ODS,Petr Čermák,1995-12-20,1997-09-04,466
CZE,other,Petr Fejfar,2003-04-18,2003-04-18,NA
CZE,ODS,Petr Fiala,2013-12-16,2016-06-02,466
CZE,ODS,Petr Gandalovič,2006-09-29,2010-12-09,466
CZE,other,Petr Gawlas,2014-12-09,2014-12-09,NA
CZE,TOP09,Petr Gazdík,2010-08-10,2013-08-20,223
CZE,TOP 09 a Starostové,Petr Gazdík,2013-12-12,2016-06-03,NA
CZE,other,Petr Guziana,2011-11-04,2012-12-11,NA
CZE,ODS,Petr Hort,1999-02-09,2002-06-13,466
CZE,ČSSD,Petr Hulinský,1997-07-02,2013-06-18,NA
CZE,ČSSD,Petr Ibl,2002-10-10,2006-03-17,NA
CZE,ČSSD,Petr Jalowiczor,2010-08-10,2010-08-10,NA
CZE,other,Petr Kalaš,2006-10-24,2006-12-01,NA
CZE,Nezařazení,Petr Kavan,1993-01-26,1996-03-13,NA
CZE,HSD-SMS,Petr Kavan,1993-06-15,1994-03-24,952
CZE,ODS,Petr Koháček,1993-01-26,2002-05-09,466
CZE,ČSSD,Petr Kořenek,2013-11-27,2016-05-24,NA
CZE,ODS,Petr Kott,2002-10-15,2003-09-25,466
CZE,Nezařazení,Petr Kott,2003-12-10,2004-04-01,NA
CZE,US-DEU,Petr Kott,2005-10-13,2006-04-26,104
CZE,ODS,Petr Krill,2003-02-18,2006-05-23,466
CZE,KDU-ČSL,Petr Kudela,2014-03-18,2016-06-03,NA
CZE,other,Petr Lachnit,2000-05-18,2002-05-03,NA
CZE,ČSSD,Petr Lachnit,2002-09-12,2006-04-19,NA
CZE,ODS,Petr Lom,1993-01-28,1994-03-23,466
CZE,US,Petr Mareš,1998-08-19,2002-04-25,905
CZE,other,Petr Mareš,2003-01-16,2003-09-25,NA
CZE,US,Petr Matějů,1998-07-17,2002-02-13,905
CZE,other,Petr Moos,1998-02-05,1998-05-14,NA
CZE,ODS,Petr Nečas,1993-01-27,2013-07-17,466
CZE,other,Petr Pakosta,2011-02-08,2012-03-13,NA
CZE,other,Petr Piťha,1993-01-26,1993-10-14,NA
CZE,other,Petr Pithart,2000-04-06,2000-04-06,NA
CZE,ODS,Petr Pleva,1996-07-24,2010-05-18,466
CZE,other,Petr Pospíchal,2005-02-18,2005-02-18,NA
CZE,ČSSD,Petr Rafaj,2003-03-04,2009-06-19,NA
CZE,other,Petr Šilar,2014-12-09,2016-05-24,NA
CZE,other,Petr Šimerka,2009-05-13,2010-05-18,NA
CZE,KSČM,Petr Šimůnek,1996-10-31,1998-02-03,NA
CZE,VV,Petr Skokan,2010-07-09,2013-08-20,1202
CZE,other,Petr Smutný,2002-02-05,2012-06-12,NA
CZE,ČSSD,Petr Šulák,1996-10-02,2006-03-17,NA
CZE,other,Petr Švec,2002-03-27,2002-03-27,NA
CZE,ODS,Petr Tluchoř,2004-11-04,2012-11-07,466
CZE,other,Petr Vícha,2007-09-26,2014-09-23,NA
CZE,SPR-RSČ,Petr Vrzáň,1996-07-02,1998-05-15,NA
CZE,SPR-RSČ,Petr Zajíc,1996-07-24,1998-05-14,NA
CZE,ČSSD,Petr Zgarba,2002-09-12,2013-05-17,NA
CZE,other,Petr Zimmermann,2002-02-06,2002-02-06,NA
CZE,ČSSD,Petra Buzková,1993-02-23,2005-03-23,NA
CZE,other,Poslankynně Kateřina Konečná,2007-11-29,2007-11-29,NA
CZE,other,Prahy Lukáš Manhart,2014-06-18,2014-06-18,NA
CZE,other,Primátor Jan Kasl,2002-03-20,2002-03-20,NA
CZE,VV,Radek John,2010-06-24,2013-05-07,1202
CZE,other,Radek Sušil,2011-11-04,2011-11-04,NA
CZE,ANO,Radek Vondráček,2014-02-04,2016-06-01,2141
CZE,ODS,Radim Chytka,1999-01-14,2010-04-16,466
CZE,ODS,Radim Fiala,2006-12-06,2012-10-26,466
CZE,Nezařazení,Radim Fiala,2012-11-07,2016-05-05,NA
CZE,Úsvit,Radim Fiala,2013-11-27,2015-03-11,2049
CZE,ODS,Radim Holeček,2014-01-22,2016-06-02,466
CZE,ODS,Radim Jirout,2011-10-27,2013-08-08,466
CZE,ODA,Radim Špaček,1993-02-25,1996-04-23,1008
CZE,ČSSD,Radim Turek,1996-10-02,2006-05-09,NA
CZE,VV,Radim Vysloužil,2010-10-27,2011-10-26,1202
CZE,Nezařazení,Radim Vysloužil,2012-07-11,2013-08-08,NA
CZE,ANO,Radka Maxová,2014-03-26,2016-04-13,2141
CZE,ČSSD,Radko Martínek,1998-10-15,2010-03-16,NA
CZE,other,Radko Martínek,2010-12-14,2016-04-19,NA
CZE,SPR-RSČ,Radomíra Nývltová,1996-10-10,1998-05-14,NA
CZE,TOP09,Renáta Witoszová,2010-09-23,2013-05-16,223
CZE,KSČM,René Číp,2013-12-16,2016-04-19,NA
CZE,ANO,Richard Brabec,2013-12-06,2016-06-03,2141
CZE,ČSSD,Richard Dolejš,2006-12-06,2012-07-11,NA
CZE,ODS,Richard Mandelík,1993-01-27,1996-04-26,466
CZE,other,Richard Sequens,2003-06-10,2006-03-14,NA
CZE,ČSSD,Robert Dostál,1993-05-21,1996-04-16,NA
CZE,ODS,Robert Kolář,1993-01-26,1998-01-13,466
CZE,US,Robert Kolář,1998-01-28,1998-05-20,905
CZE,other,Robert Kolář,2001-09-18,2006-03-14,NA
CZE,ODS,Robert Kolář ,1997-04-02,1997-07-09,466
CZE,ČSSD,Robert Kopecký,1996-10-03,2006-03-15,NA
CZE,other,Robert Pelikán,2015-03-31,2016-06-03,NA
CZE,US-DEU,Robert Vokáč,2003-09-26,2005-12-02,104
CZE,ČSSD,Robin Böhnisch,2003-11-26,2016-06-03,NA
CZE,TOP09,Rom Kostřica,2010-09-23,2013-05-16,223
CZE,TOP 09 a Starostové,Rom Kostřica,2013-12-12,2016-05-25,NA
CZE,ODA,Roman Češka,1996-10-10,1997-11-11,1008
CZE,ANO,Roman Kubíček,2013-11-27,2016-05-31,2141
CZE,other,Roman Línek,2002-11-27,2011-06-14,NA
CZE,ANO,Roman Procházka,2014-09-23,2016-05-31,2141
CZE,ČSSD,Roman Sklenák,2010-12-21,2016-06-03,NA
CZE,ČSSD,Roman Váňa,2010-10-27,2016-05-06,NA
CZE,ČSSD,Rostislav Čevela,1997-12-02,2001-10-31,NA
CZE,other,Rostislav Harazin,2004-01-14,2004-09-24,NA
CZE,other,Rostislav Slavotínek,2006-02-03,2007-04-24,NA
CZE,other,Rostislav Vondruška,2009-09-09,2010-03-19,NA
CZE,ANO,Rostislav Vyzula,2013-11-27,2016-05-25,2141
CZE,other,Rudolf Blažek,2001-12-12,2008-03-19,NA
CZE,TOP09,Rudolf Chlad,2010-09-21,2013-05-17,223
CZE,ČSSD,Rudolf Kufa,2006-11-29,2006-11-29,NA
CZE,ČMUS,Rudolf Opatřil,1993-02-23,1996-03-14,NA
CZE,SPR-RSČ,Rudolf Šmucr,1996-07-24,1998-05-14,NA
CZE,ČSSD,Rudolf Tomíček,1997-02-27,2006-05-23,NA
CZE,other,Rut Bízková,2010-05-18,2010-05-27,NA
CZE,other,Senátoka Soňa Paukrtová,2004-11-26,2004-11-26,NA
CZE,ODS,Simeon Karamazov,2013-12-16,2016-05-26,466
CZE,KSČM,Soňa Marková,2003-01-16,2016-05-25,NA
CZE,other,Soňa Paukrtová,2001-07-10,2012-03-20,NA
CZE,KDU-ČSL,Stanislav Bělehrádek,1993-01-28,1996-11-01,NA
CZE,other,Stanislav Bělehrádek,2002-06-13,2002-06-13,NA
CZE,ANO,Stanislav Berkovec,2014-03-26,2016-05-03,2141
CZE,other,Stanislav Eichler,2011-03-22,2011-03-22,NA
CZE,KSČM,Stanislav Fischer,1998-10-20,2006-04-19,NA
CZE,KSČM,Stanislav Grospič,2002-08-07,2016-05-31,NA
CZE,ČSSD,Stanislav Gross,1993-03-23,2005-04-01,NA
CZE,VV,Stanislav Huml,2010-09-07,2011-03-25,1202
CZE,Nezařazení,Stanislav Huml,2011-04-26,2011-11-06,NA
CZE,ČSSD,Stanislav Huml,2012-01-31,2016-04-19,NA
CZE,other,Stanislav Juránek,2002-03-22,2012-02-07,NA
CZE,LSU,Stanislav Kozák,1993-01-26,1993-12-08,936
CZE,Nezařazení,Stanislav Kozák,1994-03-23,1995-03-16,NA
CZE,KDU-ČSL,Stanislav Kozák,1995-04-18,1995-12-20,NA
CZE,ČSSD,Stanislav Křeček,1998-10-16,2013-04-03,NA
CZE,other,Stanislav Křeček,2014-02-06,2014-12-04,NA
CZE,KSČM,Stanislav Mackovík,2014-02-07,2016-06-02,NA
CZE,ODS,Stanislav Němec,1998-07-17,2002-05-03,466
CZE,ODS,Stanislav Pěnička,1993-02-24,1997-10-23,466
CZE,US,Stanislav Pěnička,1998-03-31,1998-05-13,905
CZE,ANO,Stanislav Pfléger,2014-04-30,2015-12-09,2141
CZE,TOP09,Stanislav Polčák,2010-06-24,2013-08-20,223
CZE,TOP 09 a Starostové,Stanislav Polčák,2013-11-27,2014-06-20,NA
