iso3country,party,speaker,date_first,date_last,party.facts.id
NZL,Labour,BILL JEFFRIES,1987-09-23,1990-09-06,1049
NZL,Labour,BILL SUTTON,1987-09-23,1990-09-06,1049
NZL,National,BOB CLARKSON,2005-11-16,2008-09-23,1824
NZL,National,BOB SIMCOCK,1997-02-18,2002-06-11,1824
NZL,Labour,BOB TIZARD,1987-09-29,1990-09-06,1049
NZL,NZ First,BRENDAN HORAN,2012-02-08,2012-11-14,591
NZL,Independent,BRENDAN HORAN,2012-12-11,2014-07-31,NA
NZL,Labour,BRENDON BURNS,2008-12-09,2011-10-05,1049
NZL,NZ First,BRENT CATCHPOLE,2002-08-29,2005-07-26,591
NZL,National,BRETT HUDSON,2014-10-29,2019-07-24,1824
NZL,National,BRIAN CONNELL,2002-09-03,2008-07-22,1824
NZL,NZ First,BRIAN DONNELLY,1997-02-19,2008-02-13,591
NZL,National,BRIAN NEESON,1990-12-12,2002-05-29,1824
NZL,National,BRUCE CLIFFE,1990-12-06,1995-06-08,1824
NZL,United NZ,BRUCE CLIFFE,1995-07-26,1996-08-27,1631
NZL,National,CAM CALDER,2009-07-02,2014-07-24,1824
NZL,National,CAMERON CAMPION,1990-12-11,1992-12-08,1824
NZL,Independent,CAMERON CAMPION,1993-03-03,1993-09-23,NA
NZL,Labour,CARMEL SEPULONI,2008-12-16,2019-07-24,1049
NZL,Labour,CAROL BEAUMONT,2008-12-09,2014-07-30,1049
NZL,Green,CATHERINE DELAHUNTY,2009-02-11,2017-08-16,1099
NZL,NA,CHAIRPERSON,2016-08-17,2019-07-23,NA
NZL,Labour,CHARLES CHAUVEL,2006-08-01,2013-02-27,1049
NZL,National,CHESTER BORROWS,2005-11-22,2017-08-15,1824
NZL,Green,CHLÖE SWARBRICK,2017-11-15,2019-07-23,1099
NZL,National,CHRIS AUCHINVOLE,2005-11-22,2014-07-31,1824
NZL,National,CHRIS BISHOP,2014-10-21,2019-07-24,1824
NZL,Labour,CHRIS CARTER,1994-03-10,2010-07-28,1049
NZL,Independent,CHRIS CARTER,2010-10-20,2011-09-06,NA
NZL,National,CHRIS FINLAYSON,2018-06-28,2018-06-28,1824
NZL,National,CHRIS FLETCHER,1990-12-05,1999-10-05,1824
NZL,Labour,CHRIS HIPKINS,2008-12-09,2019-07-24,1049
NZL,National,CHRIS PENK,2017-11-08,2019-07-24,1824
NZL,National,CHRIS TREMAIN,2005-11-22,2014-07-29,1824
NZL,National,CHRISTOPHER FINLAYSON,2005-11-16,2018-12-18,1824
NZL,Labour,CHRISTOPHER LAIDLAW,1993-02-23,1993-09-21,1049
NZL,Labour,CLARE CURRAN,2008-12-16,2019-05-31,1049
NZL,National,CLAUDETTE HAUITI,2013-06-12,2014-07-02,1824
NZL,Labour,CLAYTON COSGROVE,2000-02-15,2017-08-10,1049
NZL,NZ First,CLAYTON MITCHELL,2014-10-23,2019-07-24,591
NZL,National,CLEM SIMICH,1992-03-17,2008-09-23,1824
NZL,NA,CLERK OF THE HOUSE,1993-12-21,1993-12-21,NA
NZL,Labour,CLIVE MATTHEWSON,1987-09-23,1995-06-27,1049
NZL,United NZ,CLIVE MATTHEWSON,1995-07-18,1996-08-27,1631
NZL,National,COLIN KING,2005-11-17,2014-07-23,1824
NZL,Labour,COLIN MOYLE,1987-09-23,1990-08-21,1049
NZL,National,CRAIG FOSS,2005-11-17,2017-08-15,1824
NZL,NZ First,CRAIG MCNAIR,2002-09-03,2005-07-26,591
NZL,NZ First,DAIL JONES,2002-08-28,2008-09-23,591
NZL,Labour,DAMIEN O'CONNOR,1994-03-10,2018-10-24,1049
NZL,Labour,DAMIEN O’CONNOR,2004-11-30,2019-06-18,1049
NZL,National,DAN BIDOIS,2018-07-03,2019-07-24,1824
NZL,Labour,DARIEN FENTON,2005-11-16,2014-07-30,1049
NZL,Labour,DARREN HUGHES,2002-09-04,2011-03-22,1049
NZL,NZ First,DARROCH BALL,2014-10-23,2019-07-24,591
NZL,Labour,DAVE HEREORA,2002-09-03,2008-09-23,1049
NZL,Labour,DAVE ROBINSON,1987-09-23,1990-09-06,1049
NZL,National,DAVID BENNETT,2005-11-17,2019-06-27,1824
NZL,Labour,DAVID BENSON-POPE,2000-02-09,2008-09-23,1049
NZL,Labour,DAVID BUTCHER,1987-09-23,1990-09-06,1049
NZL,National,DAVID CARTER,1994-08-30,2019-06-25,1824
NZL,Labour,DAVID CAYGILL,1987-09-24,1996-08-27,1049
NZL,Labour,DAVID CLARK,2012-02-14,2019-07-24,1049
NZL,Green,DAVID CLENDON,2009-11-17,2017-08-16,1099
NZL,Labour,DAVID CUNLIFFE,2000-02-10,2017-04-11,1049
NZL,ACT,DAVID GARRETT,2008-12-09,2010-09-15,752
NZL,Labour,DAVID LANGE,1987-09-16,1996-08-22,1049
NZL,Labour,DAVID PARKER,2002-08-29,2019-07-24,1049
NZL,ACT,DAVID SEYMOUR,2014-10-20,2019-07-23,752
NZL,Labour,DAVID SHEARER,2009-08-05,2016-12-13,1049
NZL,ACT,DEBORAH CODDINGTON,2002-08-28,2005-08-02,752
NZL,NZ First,DEBORAH MORRIS,1997-02-19,1998-08-04,591
NZL,Independent,DEBORAH MORRIS,1998-09-17,1998-12-15,NA
NZL,Labour,DEBORAH RUSSELL,2017-11-15,2019-07-24,1049
NZL,National,DENIS MARSHALL,1987-09-23,1999-10-05,1824
NZL,NZ First,DENIS O’ROURKE,2012-02-08,2017-08-15,591
NZL,National,DENISE LEE,2017-11-14,2019-06-26,1824
NZL,Green,DENISE ROCHE,2012-02-15,2017-08-09,1099
NZL,NA,DEPUTY SPEAKER,1995-03-22,2019-07-24,NA
NZL,National,DEREK ANGUS,1987-09-23,1990-06-28,1824
NZL,ACT,DEREK QUIGLEY,1996-12-13,1999-09-02,752
NZL,Labour,DIANNE YATES,1994-03-10,2008-03-20,1049
NZL,National,DON BRASH,2002-09-03,2006-12-12,1824
NZL,National,DON MCKINNON,1987-09-23,2000-02-24,1824
NZL,ACT,DONNA AWATERE HUATA,1997-02-19,2004-09-16,752
NZL,National,DOUG GRAHAM,1987-09-23,1999-10-05,1824
NZL,National,DOUG KIDD,1987-09-23,2002-06-11,1824
NZL,NZ First,DOUG WOOLERTON,1997-02-18,2008-09-23,591
NZL,Labour,DOVER SAMUELS,1997-02-25,2008-09-23,1049
NZL,Labour,DUNCAN WEBB,2017-11-16,2019-07-24,1049
NZL,NZ First,EDWIN PERRY,2002-09-11,2005-08-02,591
NZL,Labour,ELIZABETH TENNET,1987-09-24,1996-08-27,1049
NZL,National,ERIC ROY,1994-03-03,2014-07-30,1824
NZL,National,ERICA STANFORD,2017-11-14,2019-06-27,1824
NZL,Green,EUGENIE SAGE,2012-02-15,2019-07-24,1099
NZL,NZ First,FLETCHER TABUTEAU,2014-10-23,2019-07-23,591
NZL,Labour,FRAN WILDE,1987-09-30,1992-10-14,1049
NZL,Alliance,FRANK GROVER,1997-02-20,1999-06-01,716
NZL,Christian Heritage Party,FRANK GROVER,1999-06-15,1999-10-05,590
NZL,Labour,FRED GERBIC,1987-09-24,1990-08-28,1049
NZL,National,GAIL MCINTOSH,1990-12-06,1993-08-18,1824
NZL,Green,GARETH HUGHES,2010-02-23,2019-07-24,1099
NZL,National,GAVAN HERLIHY,1997-02-27,2002-06-11,1824
NZL,Labour,GEOFF BRAYBROOKE,1987-09-23,2002-06-11,1049
NZL,Labour,GEOFFREY PALMER,1987-09-23,1999-06-23,1049
NZL,National,GEORGE GAIR,1987-09-24,1990-09-06,1824
NZL,Labour,GEORGE HAWKINS,1990-12-05,2011-09-29,1049
NZL,Labour,GEORGINA BEYER,2000-02-09,2007-02-14,1049
NZL,National,GEORGINA TE HEUHEU,1997-09-17,2011-10-05,1824
NZL,ACT,GERRARD ECKHOFF,1999-12-21,2005-07-28,752
NZL,National,GERRY BROWNLEE,1997-02-18,2019-07-24,1824
NZL,National,GILBERT MYLES,1990-12-05,1991-12-17,1824
NZL,Liberal,GILBERT MYLES,1992-03-24,1992-12-17,NA
NZL,Alliance,GILBERT MYLES,1993-03-02,1993-06-30,716
NZL,NZ First,GILBERT MYLES,1993-07-21,1999-10-05,591
NZL,Labour,GINNY ANDERSEN,2018-10-24,2019-07-24,1049
NZL,Green,GOLRIZ GHAHRAMAN,2017-11-15,2019-06-18,1099
NZL,United Future,GORDON COPELAND,2002-08-28,2007-05-15,940
NZL,Independent,GORDON COPELAND,2007-05-16,2008-09-23,NA
NZL,National,GRAEME LEE,1987-09-24,1995-03-08,1824
NZL,Christian Democrat Party,GRAEME LEE,1995-06-01,1996-08-27,1486
NZL,National,GRAEME REEVES,1990-12-06,1993-09-23,1824
NZL,Labour,GRAHAM KELLY,1987-09-23,2003-07-23,1049
NZL,National,GRAHAME THORNE,1990-12-06,1993-09-23,1824
NZL,Alliance,GRANT GILLON,1997-02-19,2002-06-11,716
NZL,Labour,GRANT ROBERTSON,2008-12-09,2019-07-24,1049
NZL,National,GRANT THOMAS,1990-12-12,1993-09-23,1824
NZL,Labour,GREG O'CONNOR,2018-04-03,2018-11-08,1049
NZL,Labour,GREG O’CONNOR,2017-11-09,2019-07-24,1049
NZL,Labour,GREGORY,1987-09-23,1993-09-21,1049
NZL,National,HAMISH HANCOCK,1990-12-05,1993-09-23,1824
NZL,National,HAMISH MACINTYRE,1990-12-18,1991-12-17,1824
NZL,Liberal,HAMISH MACINTYRE,1992-03-04,1992-12-08,NA
NZL,Independent,HAMISH MACINTYRE,1993-02-24,1993-08-12,NA
NZL,National,HAMISH WALKER,2017-11-14,2019-06-27,1824
NZL,National,HARETE HIPANGO,2017-11-16,2019-07-24,1824
NZL,Labour,HARRY DUYNHOVEN,1987-09-22,2008-09-10,1049
NZL,ACT,HEATHER ROY,2002-08-28,2011-09-29,752
NZL,National,HEKIA PARATA,2008-12-09,2017-08-15,1824
NZL,Labour,HELEN CLARK,1987-09-24,2009-04-08,1049
NZL,Labour,HELEN DUNCAN,1998-12-03,2005-08-02,1049
NZL,ACT,HILARY CALVERT,2010-10-12,2011-09-08,752
NZL,Green,HOLLY WALKER,2012-02-09,2014-07-30,1099
NZL,Maori,HONE HARAWIRA,2005-11-15,2010-12-15,1716
NZL,Independent,HONE HARAWIRA,2011-03-08,2011-03-24,NA
NZL,Mana,HONE HARAWIRA,2011-05-04,2014-07-31,1427
NZL,Labour,IAIN LEES-GALLOWAY,2008-12-09,2019-07-24,1049
NZL,Green,IAN EWEN-STREET,1999-12-22,2005-08-02,1099
NZL,National,IAN MCKELVIE,2012-02-16,2019-07-23,1824
NZL,National,IAN PETERS,1990-12-06,1993-09-21,1824
NZL,National,IAN REVELL,1990-12-18,1999-10-05,1824
NZL,Labour,JACINDA ARDERN,2008-12-16,2019-07-24,1049
NZL,Labour,JACK ELDER,1987-09-24,1996-03-28,1049
NZL,NZ First,JACK ELDER,1996-04-17,1998-08-13,591
NZL,Mauri Pacific,JACK ELDER,1998-08-25,1999-10-05,NA
NZL,National,JACKIE BLUE,2005-11-23,2013-05-15,1824
NZL,National,JACQUI DEAN,2005-11-23,2019-07-24,1824
NZL,Green,JAMES SHAW,2014-10-28,2019-07-23,1099
NZL,National,JAMI-LEE ROSS,2011-04-06,2018-09-19,1824
NZL,Independent,JAMI-LEE ROSS,2019-02-13,2019-06-25,NA
NZL,Labour,JAMIE STRANGE,2017-11-15,2019-07-24,1049
NZL,Green,JAN LOGIE,2012-02-08,2019-07-24,1099
NZL,Labour,JAN TINETTI,2017-11-16,2019-06-26,1049
NZL,Labour,JANET MACKEY,1994-03-17,2005-08-02,1049
NZL,Alliance,JEANETTE FITZSIMONS,1997-02-19,1999-10-05,716
NZL,Green,JEANETTE FITZSIMONS,1999-12-22,2010-02-10,1099
NZL,National,JEFF GRANT,1987-10-06,1993-09-23,1824
NZL,National,JEFF WHITTAKER,1990-12-06,1993-09-09,1824
NZL,NZ First,JENNY BLOXHAM,1997-02-18,1999-10-05,591
NZL,Labour,JENNY KIRK,1987-09-22,1990-09-04,1049
NZL,NZ First,JENNY MARCROFT,2017-11-09,2019-07-24,591
NZL,Labour,JENNY SALESA,2014-10-22,2019-07-24,1049
NZL,National,JENNY SHIPLEY,1987-09-24,2002-06-11,1824
NZL,National,JIAN YANG,2012-02-16,2019-07-24,1824
NZL,Labour,JILL PETTIS,1994-03-16,2008-09-23,1049
NZL,Labour,JILL WHITE,1994-03-15,1998-11-19,1049
NZL,Labour,JIM ANDERTON,1987-09-23,1988-12-13,1049
NZL,Alliance,JIM ANDERTON,1988-12-08,2002-02-26,716
NZL,NewLabour,JIM ANDERTON,1989-04-20,1991-11-28,1119
NZL,Progressive,JIM ANDERTON,2002-02-28,2011-10-04,150
NZL,National,JIM BOLGER,1987-09-16,1998-04-02,1824
NZL,National,JIM GERARD,1987-09-23,1997-03-20,1824
NZL,NZ First,JIM PETERS,2002-08-29,2005-08-02,591
NZL,Labour,JIM SUTTON,1987-09-23,2006-07-26,1049
NZL,National,JO GOODHEW,2005-11-23,2017-08-15,1824
NZL,National,JO HAYES,2017-11-09,2019-06-13,1824
NZL,Labour,JO LUXTON,2017-11-08,2019-07-23,1049
NZL,National,JOANNE HAYES,2014-01-29,2017-08-17,1824
NZL,Labour,JOE HAWKE,1997-02-19,2002-06-11,1049
NZL,National,JOHN ARMSTRONG,1990-12-05,1993-09-21,1824
NZL,National,JOHN BANKS,1987-09-23,1999-10-05,1824
NZL,ACT,JOHN BANKS,2011-12-20,2014-05-15,752
NZL,Labour,JOHN BLINCOE,1990-12-12,1996-08-22,1049
NZL,ACT,JOHN BOSCAWEN,2008-12-09,2011-10-06,752
NZL,National,JOHN CARTER,1987-09-29,2011-06-07,1824
NZL,National,JOHN FALLOON,1987-09-23,1996-08-27,1824
NZL,National,JOHN HAYES,2005-11-17,2014-07-23,1824
NZL,National,JOHN KEY,2002-08-29,2017-03-22,1824
NZL,National,JOHN LUXTON,1987-09-24,2002-06-11,1824
NZL,National,JOHN ROBERTSON,1990-12-05,1995-06-27,1824
NZL,United NZ,JOHN ROBERTSON,1995-07-25,1996-08-27,1631
NZL,Labour,JOHN TAMIHERE,2000-02-10,2005-07-27,1049
NZL,Labour,JOHN TERRIS,1987-10-06,1990-09-04,1049
NZL,Alliance,JOHN WRIGHT,1997-02-19,2002-06-11,716
NZL,National,JONATHAN COLEMAN,2005-11-22,2018-04-11,1824
NZL,Labour,JONATHAN HUNT,1987-09-17,2005-03-30,1049
NZL,National,JONATHAN YOUNG,2008-12-09,2019-07-23,1824
NZL,National,JONO NAYLOR,2014-10-29,2017-08-09,1824
NZL,National,JOY MCLAUCHLAN,1990-12-06,1998-12-17,1824
NZL,National,JOY QUIGLEY,1999-02-24,1999-10-05,1824
NZL,National,JUDITH COLLINS,2002-08-29,2019-07-24,1824
NZL,Labour,JUDITH TIZARD,1990-12-12,2008-09-23,1049
NZL,Labour,JUDY KEALL,1987-10-14,2002-06-11,1049
NZL,United Future,JUDY TURNER,2002-08-28,2008-09-23,940
NZL,Green,JULIE ANNE GENTER,2012-02-14,2019-07-23,1099
NZL,National,KANWALJIT SINGH BAKSHI,2008-12-09,2019-06-25,1824
NZL,National,KATE WILKINSON,2005-11-17,2014-07-23,1824
NZL,National,KATHERINE O'REGAN,1987-09-24,1999-10-05,1824
NZL,National,KATHERINE RICH,2000-02-09,2008-09-23,1824
NZL,National,KATRINA SHANKS,2007-02-20,2013-12-11,1824
NZL,Green,KEITH LOCKE,2000-02-08,2011-10-06,1099
NZL,Labour,KELVIN DAVIS,2008-12-09,2019-07-24,1049
NZL,Labour,KEN SHIRLEY,1987-09-23,1990-09-04,1049
NZL,ACT,KEN SHIRLEY,1988-12-08,2005-08-02,752
NZL,Green,KENNEDY GRAHAM,2008-12-09,2017-08-16,1099
NZL,ACT,KENNETH WANG,2004-12-01,2005-07-28,752
NZL,Labour,KERRY BURKE,1987-09-16,1989-11-09,1049
NZL,Alliance,KEVIN CAMPBELL,2000-02-10,2002-06-11,716
NZL,Green,KEVIN HAGUE,2008-12-09,2016-09-20,1099
NZL,Labour,KIERAN MCANULTY,2017-11-16,2019-07-24,1049
NZL,Labour,KIRITAPU ALLAN,2017-11-09,2019-07-23,1049
NZL,Labour,KORO WETERE,1987-09-24,1996-08-27,1049
NZL,Labour,KRIS FAAFOI,2010-12-14,2019-07-24,1049
NZL,Alliance,LAILA HARRE,1997-02-25,2002-05-29,716
NZL,National,LANCELOT RAYMOND,1995-09-12,1995-09-12,1824
NZL,United Future,LARRY BALDOCK,2002-08-28,2005-08-02,940
NZL,Labour,LARRY SUTHERLAND,1987-09-23,1999-10-05,1049
NZL,National,LAWRENCE YULE,2017-11-14,2019-06-25,1824
NZL,Labour,LESLEY SOPER,2005-04-06,2008-09-23,1049
NZL,Labour,LIANNE DALZIEL,1990-12-05,2013-09-18,1049
NZL,National,LINDSAY TISCH,2000-02-10,2017-08-10,1824
NZL,Labour,LIZ CRAIG,2017-11-16,2019-07-24,1049
NZL,Alliance,LIZ GORDON,1997-02-25,2002-06-11,716
NZL,National,LOCKWOOD SMITH,1987-09-23,2013-02-13,1824
NZL,Labour,LOUISA WALL,2008-03-04,2019-06-27,1049
NZL,National,LOUISE UPSTON,2008-12-16,2019-07-24,1824
NZL,Labour,LUAMANUVAO WINNIE LABAN,2000-02-15,2010-10-12,1049
NZL,National,LYNDA SCOTT,2000-02-10,2005-06-14,1824
NZL,Labour,LYNNE PILLAY,2002-08-28,2011-10-04,1049
NZL,NA,MADAM DEPUTY SPEAKER,2002-08-27,2018-09-04,NA
NZL,NA,MADAM SPEAKER,2005-03-08,2008-09-23,NA
NZL,NA,MADAM SPEAKER-ELECT,2005-03-03,2005-11-07,NA
NZL,National,MAGGIE BARRY,2012-02-16,2019-07-24,1824
NZL,Labour,MAHARA OKEROA,2000-02-15,2008-09-23,1049
NZL,NZ First,MAHESH BINDRA,2014-10-23,2017-08-16,591
NZL,Alliance,MANU ALAMEIN KOPU,1997-02-27,1997-05-08,716
NZL,Independent,MANU ALAMEIN KOPU,1997-07-22,1998-05-13,NA
NZL,Mana Wahine,MANU ALAMEIN KOPU,1998-06-30,1999-09-08,NA
NZL,Green,MARAMA DAVIDSON,2015-11-04,2019-07-24,1099
NZL,Maori,MARAMA FOX,2014-10-23,2017-08-16,1716
NZL,United Future,MARC ALEXANDER,2002-08-28,2005-07-27,940
NZL,Labour,MARGARET AUSTIN,1987-09-16,1995-06-27,1049
NZL,United NZ,MARGARET AUSTIN,1995-07-20,1996-08-21,1631
NZL,National,MARGARET MOIR,1990-11-29,1993-09-16,1824
NZL,Labour,MARGARET SHIELDS,1987-09-23,1990-08-28,1049
NZL,Labour,MARGARET WILSON,1999-12-22,2008-09-23,1049
NZL,Labour,MARIAN HOBBS,1997-02-19,2008-09-23,1049
NZL,National,MARIE HASLER,1990-12-05,2002-06-11,1824
NZL,Labour,MARJA LUBECK,2017-11-16,2019-06-26,1049
NZL,National,MARK BLUMSKY,2005-11-15,2008-09-23,1824
NZL,Labour,MARK BURTON,1994-03-16,2008-09-23,1049
NZL,Labour,MARK GOSCHE,1997-02-26,2008-09-23,1049
NZL,National,MARK MITCHELL,2012-02-16,2019-07-24,1824
NZL,NZ First,MARK PATTERSON,2017-11-14,2019-07-24,591
NZL,Labour,MARK PECK,1994-03-09,2005-08-02,1049
NZL,Labour,MARTIN GALLAGHER,1994-03-17,2008-09-23,1049
NZL,Labour,MARYAN STREET,2005-11-15,2014-07-30,1049
NZL,National,MATT DOOCEY,2014-10-22,2019-07-24,1824
NZL,National,MATT KING,2017-11-14,2019-06-25,1824
NZL,Alliance,MATT ROBSON,1997-02-20,2002-05-29,716
NZL,Progressive,MATT ROBSON,2002-08-27,2005-08-02,150
NZL,National,MAUREEN PUGH,2016-02-10,2019-06-19,1824
NZL,National,MAURICE MCTIGUE,1987-09-24,1993-09-23,1824
NZL,National,MAURICE WILLIAMSON,1987-10-01,2017-08-09,1824
NZL,National,MAX BRADFORD,1990-12-06,2002-06-11,1824
NZL,Labour,MEGAN WOODS,2012-02-14,2019-07-24,1049
NZL,Labour,MEKA WHAITIRI,2013-08-06,2019-06-25,1049
NZL,National,MELISSA LEE,2008-12-09,2019-06-26,1824
NZL,National,MERV WELLINGTON,1987-09-23,1990-09-06,1824
NZL,Green,METIRIA TUREI,2002-09-03,2017-08-08,1099
NZL,Labour,MICHAEL BASSETT,1987-09-23,1990-07-19,1049
NZL,Labour,MICHAEL CULLEN,1987-09-23,2009-04-29,1049
NZL,National,MICHAEL LAWS,1990-12-06,1996-03-28,1824
NZL,Labour,MICHAEL WOOD,2017-02-08,2019-06-26,1049
NZL,National,MICHAEL WOODHOUSE,2008-12-16,2019-07-24,1824
NZL,Labour,MIKE MOORE,1987-09-23,2002-06-11,1049
NZL,National,MIKE SABIN,2012-02-09,2014-12-04,1824
NZL,Green,MIKE WARD,2002-08-29,2005-08-02,1099
NZL,Labour,MITA RIRINUI,2000-02-08,2011-09-28,1049
NZL,Labour,MOANA MACKEY,2003-07-30,2014-07-30,1049
NZL,Green,MOJO MATHERS,2012-02-15,2017-08-09,1099
NZL,NA,MR ACTING DEPUTY SPEAKER,1992-06-23,1992-06-23,NA
NZL,NA,MR ACTING SPEAKER,1988-06-07,1992-10-22,NA
NZL,NA,MR ASSISTANT SPEAKER,2016-08-11,2016-08-11,NA
NZL,NA,MR CHAIRMAN,1988-10-06,1993-03-17,NA
NZL,NA,MR DEPUTY CHAIRMAN,1989-05-30,1993-06-03,NA
NZL,NA,MR DEPUTY SPEAKER,1987-09-24,2017-08-17,NA
NZL,National,MR ROSS MEURANT,1987-09-23,1994-08-23,1824
NZL,Conservative Party,MR ROSS MEURANT,1994-09-28,1996-08-27,1014
NZL,NA,MR SPEAKER,1987-09-17,2018-07-04,NA
NZL,NA,MR SPEAKER-ELECT,1987-09-16,2017-11-07,NA
NZL,NA,MR TEMPORARY SPEAKER,1992-11-12,1993-06-22,NA
NZL,ACT,MURIEL NEWMAN,1997-02-25,2005-08-02,752
NZL,National,MURRAY MCCULLY,1987-09-29,2017-08-09,1824
NZL,National,MURRAY MCLEAN,1987-09-22,1999-09-02,1824
NZL,United Future,MURRAY SMITH,2002-08-29,2005-07-27,940
NZL,Labour,NANAIA MAHUTA,1997-02-19,2019-06-18,1049
NZL,Green,NANDOR TANCZOS,2000-02-10,2008-06-26,1099
NZL,National,NATHAN GUY,2005-11-17,2019-06-27,1824
NZL,NZ First,NEIL KIRTON,1997-02-20,1998-06-23,591
NZL,Independent,NEIL KIRTON,1998-07-28,1999-10-05,NA
NZL,National,NICK SMITH,1990-12-05,2019-07-24,1824
NZL,National,NICKY WAGNER,2005-11-22,2019-07-24,1824
NZL,National,NICOLA WILLIS,2018-05-02,2019-06-26,1824
NZL,National,NIKKI KAYE,2008-12-09,2019-07-24,1824
NZL,Labour,NOEL SCOTT,1987-09-24,1990-09-04,1049
NZL,National,NUK KORAKO,2014-10-22,2019-05-01,1824
NZL,ACT,OWEN JENNINGS,1997-02-19,2002-06-11,752
NZL,Alliance,PAM CORKERY,1997-02-19,1999-07-20,716
NZL,National,PANSY WONG,1997-03-06,2010-12-14,1824
NZL,Labour,PAREKURA HOROMIA,2000-02-15,2013-04-17,1049
NZL,National,PARMJEET PARMAR,2014-10-28,2019-06-26,1824
NZL,ACT,PATRICIA SCHNAUER,1997-02-20,1999-10-05,752
NZL,United Future,PAUL ADAMS,2002-08-29,2005-08-02,940
NZL,Labour,PAUL EAGLE,2017-11-15,2019-07-24,1049
NZL,National,PAUL EAST,1987-09-23,1998-12-15,1824
NZL,National,PAUL FOSTER-BELL,2013-06-12,2017-08-17,1824
NZL,National,PAUL GOLDSMITH,2011-12-21,2019-07-24,1824
NZL,National,PAUL HUTCHISON,2000-02-09,2014-07-30,1824
NZL,National,PAUL QUINN,2008-12-09,2011-10-06,1824
NZL,Labour,PAUL SWAIN,1990-12-06,2008-09-23,1049
NZL,National,PAULA BENNETT,2005-11-16,2019-07-24,1824
NZL,National,PAULINE GARDINER,1993-12-22,1995-06-22,1824
NZL,United NZ,PAULINE GARDINER,1995-07-25,1996-08-21,1631
NZL,National,PAULO GARCIA,2019-05-29,2019-06-25,1824
NZL,Labour,PEENI HENARE,2014-10-22,2019-07-24,1049
NZL,ACT,PENNY WEBSTER,2000-02-15,2002-05-30,752
NZL,National,PESETA SAM LOTU-IIGA,2008-12-09,2017-08-15,1824
NZL,Labour,PETE HODGSON,1990-12-05,2011-10-04,1049
NZL,NZ First,PETER BROWN,1997-02-19,2008-09-23,591
NZL,Labour,PETER DUNNE,1987-09-23,1994-09-14,1049
NZL,Independent,PETER DUNNE,1994-10-18,1994-10-20,NA
NZL,Future,PETER DUNNE,1994-11-10,1995-06-22,NA
NZL,United NZ,PETER DUNNE,1995-07-19,1999-12-22,1631
NZL,United Future,PETER DUNNE,2000-02-08,2017-07-06,940
NZL,National,PETER GRESHAM,1990-12-05,1999-10-05,1824
NZL,National,PETER HILT,1990-12-05,1995-06-15,1824
NZL,United NZ,PETER HILT,1995-07-20,1996-08-22,1631
NZL,National,PETER MCCARDLE,1990-12-06,1996-03-27,1824
NZL,NZ First,PETER MCCARDLE,1996-06-20,1998-08-13,591
NZL,Independent,PETER MCCARDLE,1998-08-26,1999-10-05,NA
NZL,Labour,PETER NEILSON,1987-09-24,1990-08-28,1049
NZL,Labour,PETER SIMPSON,1987-09-23,1990-09-04,1049
NZL,Labour,PETER TAPSELL,1987-10-07,1993-12-21,1049
NZL,Labour,PHIL GOFF,1987-09-23,2016-10-11,1049
NZL,National,PHIL HEATLEY,2000-02-08,2014-07-30,1824
NZL,Labour,PHIL TWYFORD,2008-12-09,2019-07-24,1049
NZL,National,PHILIP BURDON,1987-09-29,1996-08-27,1824
NZL,Labour,PHILIP WOOLLASTON,1987-09-30,1990-09-04,1049
NZL,Alliance,PHILLIDA BUNKLE,1997-02-18,2002-06-11,716
NZL,NZ First,PITA PARAONE,2002-09-05,2017-08-16,591
NZL,Maori,PITA SHARPLES,2005-11-09,2014-07-24,1716
NZL,Labour,POTO WILLIAMS,2014-01-29,2019-07-24,1049
NZL,Labour,PRIYANCA RADHAKRISHNAN,2017-11-16,2019-07-24,1049
NZL,Maori,RAHUI KATENE,2008-12-09,2011-10-06,1716
NZL,Labour,RAJEN PRASAD,2008-12-09,2014-07-31,1049
NZL,Labour,RALPH MAXWELL,1987-09-30,1990-09-04,1049
NZL,NZ First,RANA WAITAI,1997-02-25,1998-08-11,591
NZL,Mauri Pacific,RANA WAITAI,1998-08-18,1999-10-05,NA
NZL,Labour,RAYMOND HUO,2008-12-16,2019-07-24,1049
NZL,Labour,REG BOORMAN,1987-09-23,1988-05-04,1049
NZL,NZ First,RIA BOND,2015-05-06,2017-08-10,591
NZL,Labour,RICHARD NORTHEY,1987-09-23,1996-08-27,1049
NZL,Labour,RICHARD PREBBLE,1987-09-22,1993-09-23,1049
NZL,ACT,RICHARD PREBBLE,1988-12-08,2005-07-28,752
NZL,NZ First,RICHARD PROSSER,2012-02-08,2017-08-16,591
NZL,National,RICHARD WORTH,2000-02-15,2009-05-13,1824
NZL,Labour,RICK BARKER,1994-03-08,2011-10-06,1049
NZL,Labour,RINO TIRIKATENE,2012-02-14,2019-06-27,1049
NZL,National,ROB MUNRO,1987-09-29,1993-09-21,1824
NZL,National,ROB STOREY,1987-09-29,1996-08-27,1824
NZL,National,ROBERT ANDERSON,1987-10-01,1996-08-27,1824
NZL,National,ROBERT MULDOON,1987-09-24,1991-12-17,1824
NZL,National,ROBIN GRAY,1987-09-24,1996-08-22,1824
NZL,NZ First,ROBYN MCDONALD,1997-02-20,1999-09-07,591
NZL,Alliance,ROD DONALD,1997-02-25,1999-10-05,716
NZL,Green,ROD DONALD,1999-12-20,2005-08-02,1099
