"essround","year","partyname","countryname","countrynameshort"
1,2002,"SPÖ","Austria","AUT"
1,2002,"ÖVP","Austria","AUT"
1,2002,"FPÖ","Austria","AUT"
1,2002,"Grüne","Austria","AUT"
1,2002,"LIF","Austria","AUT"
1,2002,"Andere","Austria","AUT"
1,2002,"Agalev","Belgium","BEL"
1,2002,"CVP","Belgium","BEL"
1,2002,"SP","Belgium","BEL"
1,2002,"PNPB","Belgium","BEL"
1,2002,"VLD","Belgium","BEL"
1,2002,"VU-ID","Belgium","BEL"
1,2002,"PVDA-AE","Belgium","BEL"
1,2002,"Vlaams Blok","Belgium","BEL"
1,2002,"VIVANT","Belgium","BEL"
1,2002,"ECOLO","Belgium","BEL"
1,2002,"PSC","Belgium","BEL"
1,2002,"PRL-FDF","Belgium","BEL"
1,2002,"PS","Belgium","BEL"
1,2002,"FRONT NATIONAL","Belgium","BEL"
1,2002,"PTB-UA","Belgium","BEL"
1,2002,"OTHER","Belgium","BEL"
1,2002,"Radicals","Switzerland","CHE"
1,2002,"Christian-democrats","Switzerland","CHE"
1,2002,"Social-democrats","Switzerland","CHE"
1,2002,"Swiss People's Party","Switzerland","CHE"
1,2002,"Liberal Party","Switzerland","CHE"
1,2002,"Alliance of the Independents","Switzerland","CHE"
1,2002,"Evangelical People's Party","Switzerland","CHE"
1,2002,"Christian-Social Party","Switzerland","CHE"
1,2002,"Swiss Labour Party","Switzerland","CHE"
1,2002,"Green Party","Switzerland","CHE"
1,2002,"Swiss Democrats","Switzerland","CHE"
1,2002,"Federal Democratic Union","Switzerland","CHE"
1,2002,"Freiheits-Partei","Switzerland","CHE"
1,2002,"Women's Parties","Switzerland","CHE"
1,2002,"Lega dei Ticinesi","Switzerland","CHE"
1,2002,"Others","Switzerland","CHE"
1,2002,"CSSD Cz.Social Democratic P.","Czech Republic","CZE"
1,2002,"ODA Civic Democratic Alliance","Czech Republic","CZE"
1,2002,"Nadeje (Hope)","Czech Republic","CZE"
1,2002,"RMS Republicans of Miroslav Sladek","Czech Republic","CZE"
1,2002,"CSNS Cz.National Social P.","Czech Republic","CZE"
1,2002,"SV-SOS P.of Countryside-Assoc.Civic Forces","Czech Republic","CZE"
1,2002,"Association of Independents","Czech Republic","CZE"
1,2002,"ODS Civic Democratic P.","Czech Republic","CZE"
1,2002,"KSCM Communist P.of Bohemia&Moravia","Czech Republic","CZE"
1,2002,"KDU-CSL Christian Democratic P.","Czech Republic","CZE"
1,2002,"US Freedom Union","Czech Republic","CZE"
1,2002,"SZJ P.for Life Securities","Czech Republic","CZE"
1,2002,"PB Right Block","Czech Republic","CZE"
1,2002,"SZ P.of Greens","Czech Republic","CZE"
1,2002,"Other","Czech Republic","CZE"
1,2002,"Coalition (Christian Dem.&Freedom Union)","Czech Republic","CZE"
1,2002,"SPD","Germany","DEU"
1,2002,"CDU/CSU","Germany","DEU"
1,2002,"Bündnis 90/Die Grünen","Germany","DEU"
1,2002,"FDP","Germany","DEU"
1,2002,"PDS","Germany","DEU"
1,2002,"Republikaner","Germany","DEU"
1,2002,"Andere Partei","Germany","DEU"
1,2002,"Socialdemokratiet","Denmark","DNK"
1,2002,"Det Radikale Venstre","Denmark","DNK"
1,2002,"Det Konservative Folkeparti","Denmark","DNK"
1,2002,"Centrum-Demokraterne","Denmark","DNK"
1,2002,"Socialistisk Folkeparti","Denmark","DNK"
1,2002,"Dansk Folkeparti","Denmark","DNK"
1,2002,"Kristeligt Folkeparti","Denmark","DNK"
1,2002,"Venstre","Denmark","DNK"
1,2002,"Fremskridtspartiet","Denmark","DNK"
1,2002,"Enhedslisten","Denmark","DNK"
1,2002,"Other","Denmark","DNK"
1,2002,"Partido Popular (PP)","Spain","ESP"
1,2002,"Partido Socialista Obrero Español (PSOE)","Spain","ESP"
1,2002,"Izquierda Unida (IU)","Spain","ESP"
1,2002,"Convergència i Unió (CiU)","Spain","ESP"
1,2002,"Esquerra Repubicana de Catalunya (ERC)","Spain","ESP"
1,2002,"Iniciativa per Catalunya-Verds (ICV)","Spain","ESP"
1,2002,"Partido Nacionalista Vasco (PNV)","Spain","ESP"
1,2002,"Eusko Alkartasuna (EA)","Spain","ESP"
1,2002,"Bloque Nacionalista Galego (BNG)","Spain","ESP"
1,2002,"Coalición Canaria (CC)","Spain","ESP"
1,2002,"Partido Andalucista (PA)","Spain","ESP"
1,2002,"Chunta Aragonesista (CHA)","Spain","ESP"
1,2002,"Other","Spain","ESP"
1,2002,"The National Coalition Party","Finland","FIN"
1,2002,"The Swedish People´s Party (SPP)","Finland","FIN"
1,2002,"Liberals, (The liberal party of Finland)","Finland","FIN"
1,2002,"The Centre Party","Finland","FIN"
1,2002,"True Finns","Finland","FIN"
1,2002,"Christian Democrats","Finland","FIN"
1,2002,"League for Free Finland","Finland","FIN"
1,2002,"The Green League","Finland","FIN"
1,2002,"Finnish Social Democratic Party","Finland","FIN"
1,2002,"The Left Alliance","Finland","FIN"
1,2002,"Communist Party of Finland","Finland","FIN"
1,2002,"The Communist Workers' Party of Finland","Finland","FIN"
1,2002,"Natural law party","Finland","FIN"
1,2002,"Other","Finland","FIN"
1,2002,"CPNT (Chasse, Pêche, Nature et Traditions)","France","FRA"
1,2002,"DL (Démocratie Libérale)","France","FRA"
1,2002,"FN (Front National)","France","FRA"
1,2002,"LCR (ligue communiste révolutionnaire)","France","FRA"
1,2002,"LO (Lutte ouvrière)","France","FRA"
1,2002,"MDC (Mouvement des citoyens)","France","FRA"
1,2002,"MNR (Mouvement National Républicain)","France","FRA"
1,2002,"MPF (Mouvement pour la France)","France","FRA"
1,2002,"PC (Parti communiste)","France","FRA"
1,2002,"PS (Parti Socialiste)","France","FRA"
1,2002,"RPF (Rassemblement du Peuple Français)","France","FRA"
1,2002,"UMP (Union de la Majorité Présidentielle)","France","FRA"
1,2002,"UDF (Union pour la Démocratie Française)","France","FRA"
1,2002,"Les Verts","France","FRA"
1,2002,"Autres mouvements écologistes","France","FRA"
1,2002,"Autre","France","FRA"
1,2002,"Conservative","United Kingdom","GBR"
1,2002,"Labour","United Kingdom","GBR"
1,2002,"Liberal Democrat","United Kingdom","GBR"
1,2002,"Scottish National Party","United Kingdom","GBR"
1,2002,"Plaid Cymru","United Kingdom","GBR"
1,2002,"Green Party","United Kingdom","GBR"
1,2002,"Other","United Kingdom","GBR"
1,2002,"Ulster Unionist Party (nir)","Northern Ireland","NIR"
1,2002,"Democratic Unionist Party (nir)","Northern Ireland","NIR"
1,2002,"Sinn Fein (nir)","Northern Ireland","NIR"
1,2002,"Social Democratic and Labour Party (nir)","Northern Ireland","NIR"
1,2002,"Alliance Party (nir)","Northern Ireland","NIR"
1,2002,"Progressive Unionist Party (nir)","Northern Ireland","NIR"
1,2002,"United Kingdom Unionist Party (nir)","Northern Ireland","NIR"
1,2002,"Womens Coalition (nir)","Northern Ireland","NIR"
1,2002,"United Unionist Assembly Party (nir)","Northern Ireland","NIR"
1,2002,"Northern Ireland Unionist Party (nir)","Northern Ireland","NIR"
1,2002,"Workers Party (nir)","Northern Ireland","NIR"
1,2002,"Other (nir)","Northern Ireland","NIR"
1,2002,"PASOK (Panhellenic Socialist Movement)","Greece","GRC"
1,2002,"ND (New Democracy)","Greece","GRC"
1,2002,"KKE (Communist party)","Greece","GRC"
1,2002,"SYN (Left Wing Coalition)","Greece","GRC"
1,2002,"DIKKI (Democratic Social Movement)","Greece","GRC"
1,2002,"Other parties","Greece","GRC"
1,2002,"Center Party","Hungary","HUN"
1,2002,"FYD-Federation of Young Democrats","Hungary","HUN"
1,2002,"ISHP-Independent Small Holders","Hungary","HUN"
1,2002,"HDF- Hungarian Democratic Forum","Hungary","HUN"
1,2002,"HTJP-Hungarian Truth","Hungary","HUN"
1,2002,"HSP-Hungarian Socialist Party","Hungary","HUN"
1,2002,"WP-Workers Party","Hungary","HUN"
1,2002,"FFD-Free Democrats","Hungary","HUN"
1,2002,"Other","Hungary","HUN"
1,2002,"FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum","Hungary","HUN"
1,2002,"None of them","Hungary","HUN"
1,2002,"Fianna Fail","Ireland","IRL"
1,2002,"Fine Gael","Ireland","IRL"
1,2002,"Labour","Ireland","IRL"
1,2002,"Progressive Democrats","Ireland","IRL"
1,2002,"Green Party","Ireland","IRL"
1,2002,"Sinn Fein","Ireland","IRL"
1,2002,"Other","Ireland","IRL"
1,2002,"Independent","Ireland","IRL"
1,2002,"Israel ahat","Israel","ISR"
1,2002,"Likud","Israel","ISR"
1,2002,"Shase","Israel","ISR"
1,2002,"Meretz","Israel","ISR"
1,2002,"Mafdal","Israel","ISR"
1,2002,"Yahadut-hatora, Agudat-Isarel, Degel-hatora","Israel","ISR"
1,2002,"Am ehad","Israel","ISR"
1,2002,"Shinuy","Israel","ISR"
1,2002,"Haehud haleumi","Israel","ISR"
1,2002,"The center party","Israel","ISR"
1,2002,"Israel baliya","Israel","ISR"
1,2002,"Israel byteno","Israel","ISR"
1,2002,"Hadereh hashlishit","Israel","ISR"
1,2002,"Pnina Rozenblum","Israel","ISR"
1,2002,"Tzomet","Israel","ISR"
1,2002,"Gimlaim","Israel","ISR"
1,2002,"Hadash","Israel","ISR"
1,2002,"Balad","Israel","ISR"
1,2002,"Hatnua Harabit Hameauhedet","Israel","ISR"
1,2002,"Haravi Hahadash","Israel","ISR"
1,2002,"Other party","Israel","ISR"
1,2002,"White Ballot","Israel","ISR"
1,2002,"Democratici di Sinistra","Italy","ITA"
1,2002,"La Margherita","Italy","ITA"
1,2002,"Comunisti Italiani","Italy","ITA"
1,2002,"Verdi","Italy","ITA"
1,2002,"SDI","Italy","ITA"
1,2002,"SVP (Südtirol Volksp","Italy","ITA"
1,2002,"Rifondazione Comunis","Italy","ITA"
1,2002,"Forza Italia","Italy","ITA"
1,2002,"Alleanza Nazionale","Italy","ITA"
1,2002,"CCD-CDU","Italy","ITA"
1,2002,"Lega Nord","Italy","ITA"
1,2002,"Nuovo PSI","Italy","ITA"
1,2002,"Lista di Pietro","Italy","ITA"
1,2002,"Democrazia Europea","Italy","ITA"
1,2002,"Pannella-Bonino","Italy","ITA"
1,2002,"Fiamma Tricolore","Italy","ITA"
1,2002,"Altro (SPECIFICARE)","Italy","ITA"
1,2002,"SVP (Südtirol Volkspartei)","Italy","ITA"
1,2002,"Verdi e Sdi (Girasole)","Italy","ITA"
1,2002,"SVP Südtirol Vokspartei","Italy","ITA"
1,2002,"Rifondazione Comunista","Italy","ITA"
1,2002,"CCD-CDU (Biancofiore)","Italy","ITA"
1,2002,"Lista Di Pietro","Italy","ITA"
1,2002,"Altro","Italy","ITA"
1,2002,"Ha votato solo al maggioritario","Italy","ITA"
1,2002,"Parti Chrétien Social (PCS)","Luxembourg","LUX"
1,2002,"Parti Socialiste Ouvrier Luxembourgeois (PSOL)","Luxembourg","LUX"
1,2002,"Parti Démocrate (PD)","Luxembourg","LUX"
1,2002,"Les Verts","Luxembourg","LUX"
1,2002,"La Gauche","Luxembourg","LUX"
1,2002,"Comité d'action pour la Démocracie et la Justice Sociale","Luxembourg","LUX"
1,2002,"Autres","Luxembourg","LUX"
1,2002,"Christian Democratic Party","Netherlands","NLD"
1,2002,"Labour Party","Netherlands","NLD"
1,2002,"Party for Freedom and Democracy","Netherlands","NLD"
1,2002,"List Pim Fortuyn","Netherlands","NLD"
1,2002,"Democrats `66","Netherlands","NLD"
1,2002,"Green Left","Netherlands","NLD"
1,2002,"Socialist Party","Netherlands","NLD"
1,2002,"Christian Union","Netherlands","NLD"
1,2002,"Liveable Netherlands","Netherlands","NLD"
1,2002,"Social Reformed Party","Netherlands","NLD"
1,2002,"Other","Netherlands","NLD"
1,2002,"Red Electoral Alliance (RV)","Norway","NOR"
1,2002,"Socialist left party (SV)","Norway","NOR"
1,2002,"Labour Party (A)","Norway","NOR"
1,2002,"Liberal Party (V)","Norway","NOR"
1,2002,"Christian Democratic Party (Krf)","Norway","NOR"
1,2002,"Centre Party (Sp)","Norway","NOR"
1,2002,"Conservative Party (H)","Norway","NOR"
1,2002,"Progress Party (FrP)","Norway","NOR"
1,2002,"Coast Party (KYST)","Norway","NOR"
1,2002,"Other","Norway","NOR"
1,2002,"Alternatywa Partia Pracy","Poland","POL"
1,2002,"Konfederacja","Poland","POL"
1,2002,"Krajowa Partia Emerytow i Rencistow","Poland","POL"
1,2002,"Liga Polskich Rodzin","Poland","POL"
1,2002,"Partia Ludowo-Demokratyczna","Poland","POL"
1,2002,"Platforma Obywatelska Rzeczypospolitej Polskiej","Poland","POL"
1,2002,"Polska Partia Socjalistyczna-PPS","Poland","POL"
1,2002,"Polska Unia Gospodarcza","Poland","POL"
1,2002,"Polska Wspolnota Narodowa","Poland","POL"
1,2002,"Polskie Stronnictwo Ludowe-PSL","Poland","POL"
1,2002,"Prawo i Sprawiedliwosc","Poland","POL"
1,2002,"Ruch Spoleczny","Poland","POL"
1,2002,"Samoobrona Rzeczypospolitej Polskiej","Poland","POL"
1,2002,"Sojusz Lewicy Demokratycznej-SLD","Poland","POL"
1,2002,"Stronnictwo Demokratyczne-SD","Poland","POL"
1,2002,"Stronnictwo Konserwatywno-Ludowe-Ruch Nowej Polski","Poland","POL"
1,2002,"Unia Polityki Realnej-UPR","Poland","POL"
1,2002,"Unia Pracy-UP","Poland","POL"
1,2002,"Unia Wolnosci-UW","Poland","POL"
1,2002,"Zjednoczenie Chrzescijansko-Narodowe-ZChN","Poland","POL"
1,2002,"Other","Poland","POL"
1,2002,"Sojusz Lewicy Demokratycznej/Unia Pracy","Poland","POL"
1,2002,"Akcja Wyborcza Solidarnosc Prawicy","Poland","POL"
1,2002,"Unia Wolnosci","Poland","POL"
1,2002,"Polskie Stronnictwo Ludowe","Poland","POL"
1,2002,"Platforma Obywatelska","Poland","POL"
1,2002,"Alternatywa Ruch Spoleczny","Poland","POL"
1,2002,"Mniejszosc Niemiecka","Poland","POL"
1,2002,"Polska Partia Socjalistyczna","Poland","POL"
1,2002,"Niemiecka Mniejszosc Gornego Slaska","Poland","POL"
1,2002,"B.E. -  Bloco de Esquerda","Portugal","PRT"
1,2002,"CDS/PP - Centro Democrático Social / Partido Popular","Portugal","PRT"
1,2002,"MPT - Movimento Partido da Terra","Portugal","PRT"
1,2002,"P.H. - Partido Humanista","Portugal","PRT"
1,2002,"PCP/PEV - Partido Comunista Português  Partido Ecolo","Portugal","PRT"
1,2002,"PCTP/MRPP - Partido Comunista dos Trabalhadores Po","Portugal","PRT"
1,2002,"PNR - Partido Nacional Renovador","Portugal","PRT"
1,2002,"POUS - Partido Operário de Unidade Socialista","Portugal","PRT"
1,2002,"PPM - Partido Popular Monárquico","Portugal","PRT"
1,2002,"PS - Partido Socialista","Portugal","PRT"
1,2002,"PSD - Partido Social Democrata","Portugal","PRT"
1,2002,"Other","Portugal","PRT"
1,2002,"Blank vote","Portugal","PRT"
1,2002,"Centre party","Sweden","SWE"
1,2002,"Liberals","Sweden","SWE"
1,2002,"Christian democrats","Sweden","SWE"
1,2002,"Green party","Sweden","SWE"
1,2002,"Conservative","Sweden","SWE"
1,2002,"Social democrats","Sweden","SWE"
1,2002,"Left","Sweden","SWE"
1,2002,"Other","Sweden","SWE"
1,2002,"Democratic Party of Pensioners of Slovenia (DESUS)","Slovenia","SVN"
1,2002,"Liberal Democracy of Slovenia (LDS)","Slovenia","SVN"
1,2002,"Slovene People's Party (SLS)","Slovenia","SVN"
1,2002,"Slovene National Party (SNS)","Slovenia","SVN"
1,2002,"Social Democratic Party of Slovenia (SDS)","Slovenia","SVN"
1,2002,"New Slovenia - Christian People's Party (NSi)","Slovenia","SVN"
1,2002,"United List of Social Democrats (ZLSD)","Slovenia","SVN"
1,2002,"Slovene Youth Party (SMS)","Slovenia","SVN"
1,2002,"Other","Slovenia","SVN"
2,2004,"SPÖ","Austria","AUT"
2,2004,"ÖVP","Austria","AUT"
2,2004,"FPÖ","Austria","AUT"
2,2004,"Grüne","Austria","AUT"
2,2004,"LIF","Austria","AUT"
2,2004,"Andere","Austria","AUT"
2,2004,"Agalev/Groen!","Belgium","BEL"
2,2004,"CD&V","Belgium","BEL"
2,2004,"N-VA","Belgium","BEL"
2,2004,"RESIST","Belgium","BEL"
2,2004,"SP.A","Belgium","BEL"
2,2004,"Spirit","Belgium","BEL"
2,2004,"Vivant","Belgium","BEL"
2,2004,"Vlaams Blok","Belgium","BEL"
2,2004,"VLD","Belgium","BEL"
2,2004,"CDH","Belgium","BEL"
2,2004,"Ecolo","Belgium","BEL"
2,2004,"Front National","Belgium","BEL"
2,2004,"MR","Belgium","BEL"
2,2004,"PS","Belgium","BEL"
2,2004,"Other","Belgium","BEL"
2,2004,"SP.A-Spirit","Belgium","BEL"
2,2004,"Blank","Belgium","BEL"
2,2004,"Invalid","Belgium","BEL"
2,2004,"Radicals","Switzerland","CHE"
2,2004,"Christian-democrats","Switzerland","CHE"
2,2004,"Social-democrats","Switzerland","CHE"
2,2004,"Swiss People's Party","Switzerland","CHE"
2,2004,"Liberal Party","Switzerland","CHE"
2,2004,"Alliance of the Independents","Switzerland","CHE"
2,2004,"Evangelical People's Party","Switzerland","CHE"
2,2004,"Christian-Social Party","Switzerland","CHE"
2,2004,"Swiss Labour Party","Switzerland","CHE"
2,2004,"Green Party","Switzerland","CHE"
2,2004,"Swiss Democrats","Switzerland","CHE"
2,2004,"Federal Democratic Union","Switzerland","CHE"
2,2004,"Freiheits-Partei","Switzerland","CHE"
2,2004,"Women's Parties","Switzerland","CHE"
2,2004,"Lega dei Ticinesi","Switzerland","CHE"
2,2004,"Others","Switzerland","CHE"
2,2004,"CSSD Cz.Social Democratic P.","Czech Republic","CZE"
2,2004,"ODA Civic Democratic Alliance","Czech Republic","CZE"
2,2004,"Nadeje (Hope)","Czech Republic","CZE"
2,2004,"RMS Republicans of Miroslav Sladek","Czech Republic","CZE"
2,2004,"CSNS Cz.National Social P.","Czech Republic","CZE"
2,2004,"SV-SOS P.of Countryside-Assoc.Civic Forces","Czech Republic","CZE"
2,2004,"Association of Independents","Czech Republic","CZE"
2,2004,"ODS Civic Democratic P.","Czech Republic","CZE"
2,2004,"KSCM Communist P.of Bohemia&Moravia","Czech Republic","CZE"
2,2004,"KDU-CSL Christian Democratic P.","Czech Republic","CZE"
2,2004,"US Freedom Union","Czech Republic","CZE"
2,2004,"SZJ P.for Life Securities","Czech Republic","CZE"
2,2004,"PB Right Block","Czech Republic","CZE"
2,2004,"SZ P.of Greens","Czech Republic","CZE"
2,2004,"Other","Czech Republic","CZE"
2,2004,"Coalition (Christian Dem.&Freedom Union)","Czech Republic","CZE"
2,2004,"Social Democratic Party (SPD)","Germany","DEU"
2,2004,"Christian Democratic Union (CDU/CSU)","Germany","DEU"
2,2004,"Green Party (Bündnis 90/Die Grünen)","Germany","DEU"
2,2004,"Liberal Democratic Party (FDP)","Germany","DEU"
2,2004,"Party of Democratic Socialism (PDS)","Germany","DEU"
2,2004,"Republican Party (Republikaner)","Germany","DEU"
2,2004,"National Democratic Party/German People's Union (NPD/DVU)","Germany","DEU"
2,2004,"Other","Germany","DEU"
2,2004,"Socialdemokratiet","Denmark","DNK"
2,2004,"Det Radikale Venstre","Denmark","DNK"
2,2004,"Det Konservative Folkeparti","Denmark","DNK"
2,2004,"Centrum-Demokraterne","Denmark","DNK"
2,2004,"Socialistisk Folkeparti","Denmark","DNK"
2,2004,"Dansk Folkeparti","Denmark","DNK"
2,2004,"Kristeligt Folkeparti","Denmark","DNK"
2,2004,"Venstre","Denmark","DNK"
2,2004,"Fremskridtspartiet","Denmark","DNK"
2,2004,"Enhedslisten","Denmark","DNK"
2,2004,"Other","Denmark","DNK"
2,2004,"Party Res Publica","Estonia","EST"
2,2004,"Estonian Centre Party","Estonia","EST"
2,2004,"Estonian Reform Party","Estonia","EST"
2,2004,"Pro Patria Union","Estonia","EST"
2,2004,"Estonian Social Democratic Party","Estonia","EST"
2,2004,"Estonian People's Union","Estonia","EST"
2,2004,"Estonian United People's Party","Estonia","EST"
2,2004,"Estonian Christian Peoples Party","Estonia","EST"
2,2004,"Independence Party","Estonia","EST"
2,2004,"Estonian Social-Democratic Labour Party","Estonia","EST"
2,2004,"Russian Party in Estonia","Estonia","EST"
2,2004,"Independent candidates","Estonia","EST"
2,2004,"Other","Estonia","EST"
2,2004,"Partido Popular (PP)","Spain","ESP"
2,2004,"Partido Socialista Obrero Español (PSOE)","Spain","ESP"
2,2004,"Izquierda Unida (IU)","Spain","ESP"
2,2004,"Convergència i Unió (CiU)","Spain","ESP"
2,2004,"Esquerra Repubicana de Catalunya (ERC)","Spain","ESP"
2,2004,"Iniciativa per Catalunya-Verds (ICV)","Spain","ESP"
2,2004,"Partido Nacionalista Vasco (PNV)","Spain","ESP"
2,2004,"Eusko Alkartasuna (EA)","Spain","ESP"
2,2004,"Bloque Nacionalista Galego (BNG)","Spain","ESP"
2,2004,"Coalición Canaria (CC)","Spain","ESP"
2,2004,"Partido Andalucista (PA)","Spain","ESP"
2,2004,"Chunta Aragonesista (CHA)","Spain","ESP"
2,2004,"Nafarroa-Bai (NA-BAI)","Spain","ESP"
2,2004,"Other","Spain","ESP"
2,2004,"Blank vote","Spain","ESP"
2,2004,"Spoiled vote","Spain","ESP"
2,2004,"The National Coalition Party","Finland","FIN"
2,2004,"The Swedish People´s Party (SPP)","Finland","FIN"
2,2004,"Liberals, (The liberal party of Finland)","Finland","FIN"
2,2004,"The Centre Party","Finland","FIN"
2,2004,"True Finns","Finland","FIN"
2,2004,"Christian Democrats","Finland","FIN"
2,2004,"League for Free Finland","Finland","FIN"
2,2004,"The Green League","Finland","FIN"
2,2004,"Finnish Social Democratic Party","Finland","FIN"
2,2004,"The Left Alliance","Finland","FIN"
2,2004,"Communist Party of Finland","Finland","FIN"
2,2004,"The Communist Workers' Party of Finland","Finland","FIN"
2,2004,"Natural law party","Finland","FIN"
2,2004,"Other","Finland","FIN"
2,2004,"CPNT (Chasse, Pêche, Nature et Traditions)","France","FRA"
2,2004,"DL (Démocratie Libérale)","France","FRA"
2,2004,"FN (Front National)","France","FRA"
2,2004,"LCR (ligue communiste révolutionnaire)","France","FRA"
2,2004,"LO (Lutte ouvrière)","France","FRA"
2,2004,"MDC (Mouvement des citoyens)","France","FRA"
2,2004,"MNR (Mouvement National Républicain)","France","FRA"
2,2004,"MPF (Mouvement pour la France)","France","FRA"
2,2004,"PC (Parti communiste)","France","FRA"
2,2004,"PS (Parti Socialiste)","France","FRA"
2,2004,"RPF (Rassemblement du Peuple Français)","France","FRA"
2,2004,"UMP (Union de la Majorité Présidentielle)","France","FRA"
2,2004,"UDF (Union pour la Démocratie Française)","France","FRA"
2,2004,"Les Verts","France","FRA"
2,2004,"Autres mouvements écologistes","France","FRA"
2,2004,"Autre","France","FRA"
2,2004,"Conservative","United Kingdom","GBR"
2,2004,"Labour","United Kingdom","GBR"
2,2004,"Liberal Democrat","United Kingdom","GBR"
2,2004,"Scottish National Party","United Kingdom","GBR"
2,2004,"Plaid Cymru","United Kingdom","GBR"
2,2004,"Green Party","United Kingdom","GBR"
2,2004,"Other","United Kingdom","GBR"
2,2004,"Ulster Unionist Party (nir)","Northern Ireland","NIR"
2,2004,"Democratic Unionist Party (nir)","Northern Ireland","NIR"
2,2004,"Sinn Fein (nir)","Northern Ireland","NIR"
2,2004,"Social Democratic and Labour Party (nir)","Northern Ireland","NIR"
2,2004,"Alliance Party (nir)","Northern Ireland","NIR"
2,2004,"Progressive Unionist Party (nir)","Northern Ireland","NIR"
2,2004,"United Kingdom Unionist Party (nir)","Northern Ireland","NIR"
2,2004,"Womens Coalition (nir)","Northern Ireland","NIR"
2,2004,"United Unionist Assembly Party (nir)","Northern Ireland","NIR"
2,2004,"Northern Ireland Unionist Party (nir)","Northern Ireland","NIR"
2,2004,"Workers Party (nir)","Northern Ireland","NIR"
2,2004,"Other (nir)","Northern Ireland","NIR"
2,2004,"PASOK (Panhellenic Socialist Movement)","Greece","GRC"
2,2004,"ND (New Democracy)","Greece","GRC"
2,2004,"KKE Communist Party)","Greece","GRC"
2,2004,"SYN (Left Wing Coalition)","Greece","GRC"
2,2004,"DIKKI (Democratic Social Movement)","Greece","GRC"
2,2004,"LAOS (Popular Orthodox Party)","Greece","GRC"
2,2004,"Other","Greece","GRC"
2,2004,"Center Party","Hungary","HUN"
2,2004,"FYD-Federation of Young Democrats","Hungary","HUN"
2,2004,"ISHP-Independent Small Holders","Hungary","HUN"
2,2004,"HDF- Hungarian Democratic Forum","Hungary","HUN"
2,2004,"HTJP-Hungarian Truth","Hungary","HUN"
2,2004,"HSP-Hungarian Socialist Party","Hungary","HUN"
2,2004,"WP-Workers Party","Hungary","HUN"
2,2004,"FFD-Free Democrats","Hungary","HUN"
2,2004,"Other","Hungary","HUN"
2,2004,"FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum","Hungary","HUN"
2,2004,"None of them","Hungary","HUN"
2,2004,"Fianna Fail","Ireland","IRL"
2,2004,"Fine Gael","Ireland","IRL"
2,2004,"Labour","Ireland","IRL"
2,2004,"Progressive Democrats","Ireland","IRL"
2,2004,"Green Party","Ireland","IRL"
2,2004,"Sinn Fein","Ireland","IRL"
2,2004,"Other","Ireland","IRL"
2,2004,"Independent","Ireland","IRL"
2,2004,"Progressive Party","Iceland","ISL"
2,2004,"Liberal Party","Iceland","ISL"
2,2004,"Social Democratic Alliance","Iceland","ISL"
2,2004,"Independence Party","Iceland","ISL"
2,2004,"The Left Green Movement","Iceland","ISL"
2,2004,"Blank vote","Iceland","ISL"
2,2004,"Other parties","Iceland","ISL"
2,2004,"Parti Chrétien Social (PCS)","Luxembourg","LUX"
2,2004,"Parti Socialiste Ouvrier Luxembourgeois (PSOL)","Luxembourg","LUX"
2,2004,"Parti Démocrate (PD)","Luxembourg","LUX"
2,2004,"Les Verts","Luxembourg","LUX"
2,2004,"La Gauche","Luxembourg","LUX"
2,2004,"Comité d'action pour la Démocratie et Justice sociale","Luxembourg","LUX"
2,2004,"Autres","Luxembourg","LUX"
2,2004,"Christian Democratic Party","Netherlands","NLD"
2,2004,"Labour Party","Netherlands","NLD"
2,2004,"People's Party for Freedom and Democracy","Netherlands","NLD"
2,2004,"List Pim Fortuyn","Netherlands","NLD"
2,2004,"Democrats 66","Netherlands","NLD"
2,2004,"Green Left","Netherlands","NLD"
2,2004,"Socialist Party","Netherlands","NLD"
2,2004,"Christian Union","Netherlands","NLD"
2,2004,"Liveable Netherlands","Netherlands","NLD"
2,2004,"Political Reformed Party","Netherlands","NLD"
2,2004,"Party for the Animals","Netherlands","NLD"
2,2004,"Group Geert Wilders","Netherlands","NLD"
2,2004,"United Senior People Party","Netherlands","NLD"
2,2004,"Europe Transparant","Netherlands","NLD"
2,2004,"Other","Netherlands","NLD"
2,2004,"Blanc","Netherlands","NLD"
2,2004,"Red Electoral Alliance (RV)","Norway","NOR"
2,2004,"Socialist left party (SV)","Norway","NOR"
2,2004,"Labour Party (A)","Norway","NOR"
2,2004,"Liberal Party (V)","Norway","NOR"
2,2004,"Christian Democratic Party (Krf)","Norway","NOR"
2,2004,"Centre Party (Sp)","Norway","NOR"
2,2004,"Conservative Party (H)","Norway","NOR"
2,2004,"Progress Party (FrP)","Norway","NOR"
2,2004,"Coast Party (KYST)","Norway","NOR"
2,2004,"Other","Norway","NOR"
2,2004,"Centrolewica Rzeczypospolitej Polskiej","Poland","POL"
2,2004,"Centrum","Poland","POL"
2,2004,"Demokratyczna Partia Lewicy","Poland","POL"
2,2004,"Inicjatywa dla Polski","Poland","POL"
2,2004,"KPN-Oboz Patriotyczny","Poland","POL"
2,2004,"Krajowa Partia Emerytow i Rencistow","Poland","POL"
2,2004,"Liga Polskich Rodzin","Poland","POL"
2,2004,"Nowa Lewica","Poland","POL"
