party_id,country,party_name_short,party_name_english,party_name,family,url,first,last,cabinet_n,election_n,share_max_year,share_max,wikipedia
2208,ISL,IDP,Iceland Democratic Party,Lýðræðisvaktin,eco,http://www.parlgov.org/explore/isl/party/2208/,2013,2013,,1,2013,2.5,http://en.wikipedia.org/wiki/Iceland_Democratic_Party
2005,ISL,Lve,Republican Party,Lýðveldisflokkurinn,con,http://www.parlgov.org/explore/isl/party/2005/,1953,1953,,1,1953,3.3,http://is.wikipedia.org/wiki/Al%C3%BEingiskosningar_1953
2655,ISL,M,Centre Party,Miðflokkurinn,lib,http://www.parlgov.org/explore/isl/party/2655/,2017,2021,,2,2017,10.9,https://en.wikipedia.org/wiki/Centre_Party_(Iceland)
2205,ISL,Pi,Pirate Party,Pírata,eco,http://www.parlgov.org/explore/isl/party/2205/,2013,2021,,4,2016,14.1,http://en.wikipedia.org/wiki/Pirate_Party_(Iceland)
2210,ISL,Rebo,Rainbow,Regnboginn,com,http://www.parlgov.org/explore/isl/party/2210/,2013,2013,,1,2013,1.1,http://en.wikipedia.org/wiki/Rainbow_(Iceland)
1319,ISL,SA-S,United Socialist Party,Sameiningarflokkur alþýðu – Sósíalistaflokkurinn,com,http://www.parlgov.org/explore/isl/party/1319/,1942,1953,2,5,1946,19.5,http://en.wikipedia.org/wiki/People%27s_Unity_Party_%E2%80%93_Socialist_Party
1006,ISL,Sam,Social Democratic Alliance,Samfylkingin,soc,http://www.parlgov.org/explore/isl/party/1006/,1999,2021,3,8,2003,31,http://en.wikipedia.org/wiki/Alliance_%28Iceland%29
53,ISL,Sfvm,Union of Liberals and Leftist,Samtök frjálslyndra og vinstri manna,com,http://www.parlgov.org/explore/isl/party/53/,1967,1978,1,4,1971,8.9,http://en.wikipedia.org/wiki/Union_of_Liberals_and_Leftists
817,ISL,Sjf,Association for Equality and Justice,Samtök um jatnrétti og félagshyggju,agr,http://www.parlgov.org/explore/isl/party/817/,1987,1987,,1,1987,1.2,https://en.wikipedia.org/wiki/Association_for_Justice_and_Equality
1342,ISL,Sj,Independence Party,Sjálfstæðisflokkurinn,con,http://www.parlgov.org/explore/isl/party/1342/,1923,2021,33,32,1923,53.6,http://en.wikipedia.org/wiki/Independence_Party_%28Iceland%29
2561,ISL,Sj-07,Independence Party -- 1907,Sjálfstæðisflokkurinn – 1907,con,http://www.parlgov.org/explore/isl/party/2561/,1919,1919,2,1,1919,25.3,"https://en.wikipedia.org/wiki/Independence_Party_%28Iceland,_historical%29"
2852,ISL,SFI,Icelandic Socialist Party,Sósíalistaflokkur Íslands,com,http://www.parlgov.org/explore/isl/party/2852/,2021,2021,,1,2021,4.1,https://en.wikipedia.org/wiki/Icelandic_Socialist_Party
2633,ISL,V,Revival,Viðreisn,con,http://www.parlgov.org/explore/isl/party/2633/,2016,2021,1,3,2016,10.2,https://en.wikipedia.org/wiki/Vi%C3%B0reisn
210,ISL,Graen,Left-Green Movement,Vinstrihreyfingin – grænt framboð,eco,http://www.parlgov.org/explore/isl/party/210/,1999,2021,4,8,2009,21.7,http://en.wikipedia.org/wiki/Left-Green_Movement
2116,ISL,Thod,National Party,Þjóðarflokkurinn,agr,http://www.parlgov.org/explore/isl/party/2116/,1987,1991,,2,1991,1.8,http://is.wikipedia.org/wiki/%C3%9Ej%C3%B3%C3%B0arflokkurinn
205,ISL,Th-Ff,People's Movement,Þjóðvaki – Fylking fólksins,soc,http://www.parlgov.org/explore/isl/party/205/,1995,1995,,1,1995,7.2,http://en.wikipedia.org/wiki/Awakening_of_the_Nation
1172,ISL,Thva,National Preservation Party,Þjóðvarnarflokkurinn,lib,http://www.parlgov.org/explore/isl/party/1172/,1953,1967,,5,1953,6,http://en.wikipedia.org/wiki/National_Preservation_Party
2004,ISL,Thve,Common Wealth Party,Þjóðveldisflokkurinn,con,http://www.parlgov.org/explore/isl/party/2004/,1942,1942,,2,1942,2.1,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_October_1942"
265,ISR,AY,Union of Israel,Agudat Yisrael,spec,http://www.parlgov.org/explore/isr/party/265/,1951,1988,1,8,1988,4.5,http://en.wikipedia.org/wiki/Agudat_Yisrael
1343,ISR,AhAv,Labour Unity,Ahdut HaAvoda,soc,http://www.parlgov.org/explore/isr/party/1343/,1955,1961,10,3,1955,8.2,http://en.wikipedia.org/wiki/Ahdut_HaAvoda
1846,ISR,Raam,United Arab List,al-Qā'ima al-'Arabiyya al-Muwaḥḥada,spec,http://www.parlgov.org/explore/isr/party/1846/,1996,2021,,9,2015,10.6,http://en.wikipedia.org/wiki/United_Arab_List
2323,ISR,AlYa,Green Leaf,Ale Yarok,eco,http://www.parlgov.org/explore/isr/party/2323/,2003,2015,,3,2003,1.2,http://en.wikipedia.org/wiki/Ale_Yarok
615,ISR,AE,One Nation,Am Ehad,soc,http://www.parlgov.org/explore/isr/party/615/,1999,2003,,2,2003,2.8,http://en.wikipedia.org/wiki/One_Nation_%28Israel%29
2324,ISR,AmSh,Whole Nation,Am Shalem,spec,http://www.parlgov.org/explore/isr/party/2324/,2013,2013,,1,2013,1.2,http://en.wikipedia.org/wiki/Am_Shalem
805,ISR,Balad,National Democratic Assembly,Brit Le'umit Demokratit,spec,http://www.parlgov.org/explore/isr/party/805/,1999,2013,,5,2013,2.6,http://en.wikipedia.org/wiki/Balad_%28Israel%29
249,ISR,DeTo,Banner of the Torah,Degel HaTorah,con,http://www.parlgov.org/explore/isr/party/249/,1988,1988,,1,1988,1.5,http://en.wikipedia.org/wiki/Degel_HaTorah
1845,ISR,FS,Flatto-Sharon,Flatto-Sharon,right,http://www.parlgov.org/explore/isr/party/1845/,1977,1977,,1,1977,2,http://en.wikipedia.org/wiki/Development_and_Peace_%28political_party%29
2787,ISR,G,Bridge,Gesher,lib,http://www.parlgov.org/explore/isr/party/2787/,2019,2019,1,1,2019,1.7,https://en.wikipedia.org/wiki/Gesher_(2019_political_party)
1862,ISR,G-96,Bridge -- 1996,Gesher – 1996,con,http://www.parlgov.org/explore/isr/party/1862/,1996,1996,2,,,,http://en.wikipedia.org/wiki/Gesher_%28political_party%29
1873,ISR,Gil,Pensioners of Israel,Gimla'ey Israel,spec,http://www.parlgov.org/explore/isr/party/1873/,2006,2006,4,1,2006,5.9,http://en.wikipedia.org/wiki/Dor_(political_party)
279,ISR,DS,The Third Way,HaDerekh HaShlishit,lib,http://www.parlgov.org/explore/isr/party/279/,1996,1996,3,1,1996,3.2,https://en.wikipedia.org/wiki/Third_Way_%28Israel%29
1357,ISR,HaLe-T,National Union--Tkuma,HaIhud HaLeumi–Tkuma,right,http://www.parlgov.org/explore/isr/party/1357/,1999,2021,3,5,2006,7.1,https://en.wikipedia.org/wiki/Tkuma_(political_party)
1835,ISR,HU,Agriculture and Development,Hakla'ut Ufituah,spec,http://www.parlgov.org/explore/isr/party/1835/,1951,1959,,3,1951,1.1,http://en.wikipedia.org/wiki/Agriculture_and_Development
244,ISR,Ma|Av,Alignment | Labor,HaMa'arakh | HaAvoda,soc,http://www.parlgov.org/explore/isr/party/244/,1949,2021,51,24,1969,46.2,https://en.wikipedia.org/wiki/Israeli_Labor_Party
1889,ISR,MeHo,Free Centre,HaMerkaz HaHofshi,lib,http://www.parlgov.org/explore/isr/party/1889/,1969,1973,,2,1969,1.2,http://en.wikipedia.org/wiki/Free_Centre
387,ISR,MiKo|Mo|Sh,Communist Party | Moked | Sheli,HaMiflega HaKomunistit | Moked | Sheli,com,http://www.parlgov.org/explore/isr/party/387/,1949,1977,,9,1955,4.5,http://en.wikipedia.org/wiki/Maki_%28historical_political_party%29
1833,ISR,Mizrahi,Spiritual Centre,HaMizrahi – Merkaz Ruhani,spec,http://www.parlgov.org/explore/isr/party/1833/,1951,1951,2,1,1951,1.5,http://en.wikipedia.org/wiki/Mizrachi_%28political_party%29
938,ISR,OZ-KH,This World -- New Force,HaOlam HaZeh – Koah Hadash,com,http://www.parlgov.org/explore/isr/party/938/,1965,1969,,2,1965,1.2,http://en.wikipedia.org/wiki/Meri_%28political_party%29
1828,ISR,HaMi,Mizrachi Workers,Hapoel HaMizrachi,spec,http://www.parlgov.org/explore/isr/party/1828/,1951,1951,5,1,1951,6.8,http://en.wikipedia.org/wiki/Hapoel_HaMizrachi
390,ISR,ReMiSh,Progressive List for Peace,HaReshima HaMitkademet LeShalom,com,http://www.parlgov.org/explore/isr/party/390/,1984,1988,,2,1984,1.8,http://en.wikipedia.org/wiki/Progressive_List_for_Peace
2320,ISR,Hat,The Movement,Hatnuah,lib,http://www.parlgov.org/explore/isr/party/2320/,2013,2013,1,1,2013,5,http://en.wikipedia.org/wiki/Hatnuah
305,ISR,Ratz,Movement for Civil Rights and Peace,Hatnuah Lezhiot Ha'ezrach,soc,http://www.parlgov.org/explore/isr/party/305/,1973,1988,1,5,1988,4.3,""
2718,ISR,YaHa,New Right,HaYamin HeHadash,right,http://www.parlgov.org/explore/isr/party/2718/,2019,2019,,1,2019,3.2,https://en.wikipedia.org/wiki/New_Right_(Israel)
2421,ISR,Ye,The Greens,HaYerukim,eco,http://www.parlgov.org/explore/isr/party/2421/,2006,2006,,1,2006,1.5,https://en.wikipedia.org/wiki/The_Greens_%28Israel%29
1821,ISR,HDM,United Religious Front,Hazit Datit Meuhedet,spec,http://www.parlgov.org/explore/isr/party/1821/,1949,1949,3,1,1949,12.2,http://en.wikipedia.org/wiki/United_Religious_Front
1837,ISR,HDT,Religious Torah Front,Hazit Datit Toratit,spec,http://www.parlgov.org/explore/isr/party/1837/,1955,1973,1,3,1955,4.7,http://en.wikipedia.org/wiki/Religious_Torah_Front
1204,ISR,Herut,Freedom Party,Herut,con,http://www.parlgov.org/explore/isr/party/1204/,1949,1961,,5,1961,13.8,http://en.wikipedia.org/wiki/Herut
2361,ISR,He-TnLe,Herut -- The National Movement,Herut – HaTnu'a HaLeumit,right,http://www.parlgov.org/explore/isr/party/2361/,1999,2003,,2,2003,1.1,http://en.wikipedia.org/wiki/Herut_%E2%80%93_The_National_Movement
1827,ISR,HHT,Yemenite Association,Hitahdut HaTeimanim,spec,http://www.parlgov.org/explore/isr/party/1827/,1949,1951,,2,1951,1.2,http://en.wikipedia.org/wiki/Yemenite_Association
1969,ISR,Kach,Thus,Kach,right,http://www.parlgov.org/explore/isr/party/1969/,1984,1984,,1,1984,1.2,http://en.wikipedia.org/wiki/Kach_and_Kahane_Chai
1870,ISR,Kadima,Forward,Kadima,lib,http://www.parlgov.org/explore/isr/party/1870/,2006,2013,6,3,2009,22.5,http://en.wikipedia.org/wiki/Kadima
2725,ISR,KL,Blue and White,Kahol Lavan,lib,http://www.parlgov.org/explore/isr/party/2725/,2019,2021,2,4,2020,26.6,https://en.wikipedia.org/wiki/Blue_and_White_(political_alliance)
1834,ISR,KiVe,Progress and Work,Kidma Ve'avoda,spec,http://www.parlgov.org/explore/isr/party/1834/,1951,1961,,3,1955,1.5,http://en.wikipedia.org/wiki/Progress_and_Work
1838,ISR,KP,Progress and Development,Kidma vePituah,spec,http://www.parlgov.org/explore/isr/party/1838/,1959,1973,,5,1969,2.1,http://en.wikipedia.org/wiki/Progress_and_Development
2410,ISR,Kulanu,All of Us,Kulanu,lib,http://www.parlgov.org/explore/isr/party/2410/,2015,2019,5,2,2015,7.5,http://en.wikipedia.org/wiki/Kulanu
188,ISR,LA,Independent Liberals,Libralim Atzma'im,lib,http://www.parlgov.org/explore/isr/party/188/,1965,1977,3,4,1965,3.8,http://en.wikipedia.org/wiki/Independent_Liberals_%28Israel%29
678,ISR,L,The Consolidation,Likud,con,http://www.parlgov.org/explore/isr/party/678/,1965,2021,40,19,1981,37.1,http://en.wikipedia.org/wiki/Likud
1419,ISR,Meretz,Energy,Meretz,soc,http://www.parlgov.org/explore/isr/party/1419/,1992,2021,6,11,1992,9.6,http://en.wikipedia.org/wiki/MERETZ
214,ISR,MDL|HH,National Religious Party | The Jewish Home,Miflaga Datit Leumit (Mafdal) | Habayit Hayehudi,right,http://www.parlgov.org/explore/isr/party/214/,1955,2015,47,17,1959,9.9,http://en.wikipedia.org/wiki/National_Religious_Party
1150,ISR,Mada,Arab Democratic Party,Miflaga Demokratit Aravit – al-Hizb al-Dimuqrati al-Arabi,spec,http://www.parlgov.org/explore/isr/party/1150/,1988,1992,,2,1992,1.6,http://en.wikipedia.org/wiki/Arab_Democratic_Party_%28Israel%29
765,ISR,MiHal,Liberal Party,Miflaga Haliberalit,lib,http://www.parlgov.org/explore/isr/party/765/,1961,1961,1,1,1961,13.6,http://en.wikipedia.org/wiki/Liberal_Party_%28Israel%29
2312,ISR,MLH,New Liberal Party,Miflaga Libralit Hadasha,right,http://www.parlgov.org/explore/isr/party/2312/,,,3,,,,http://en.wikipedia.org/wiki/New_Liberal_Party_(Israel)
1822,ISR,MP,Progressive Party,Miflaga Progresivit,lib,http://www.parlgov.org/explore/isr/party/1822/,1949,1959,13,4,1959,4.6,http://en.wikipedia.org/wiki/Progressive_Party_%28Israel%29
1863,ISR,MiHa,Centre Party,Mifleget Hamerkaz,lib,http://www.parlgov.org/explore/isr/party/1863/,1999,1999,7,1,1999,5,http://en.wikipedia.org/wiki/Centre_Party_%28Israel%29
1168,ISR,Mapam,United Workers Party,Mifleget HaPoalim HaMeuhedet,soc,http://www.parlgov.org/explore/isr/party/1168/,1949,1988,7,7,1949,14.7,http://en.wikipedia.org/wiki/Mapam
980,ISR,M,Homeland,Moledet,con,http://www.parlgov.org/explore/isr/party/980/,1988,1996,2,3,1992,2.4,http://en.wikipedia.org/wiki/Moledet
31,ISR,Mo,Heritage,Morasha,spec,http://www.parlgov.org/explore/isr/party/31/,1984,1984,,1,1984,1.6,http://en.wikipedia.org/wiki/Morasha
61,ISR,O,Courage,Ometz,lib,http://www.parlgov.org/explore/isr/party/61/,1981,1984,4,2,1981,1.6,http://en.wikipedia.org/wiki/Ometz_%28political_party%29
2322,ISR,OL,Jewish Power,Otzma Leyisrael,spec,http://www.parlgov.org/explore/isr/party/2322/,2013,2020,,3,2019,1.9,http://en.wikipedia.org/wiki/Otzma_LeYisrael
1832,ISR,PAY,Agudat Israel Workers,Poalei Agudat Yisrael,spec,http://www.parlgov.org/explore/isr/party/1832/,1951,1981,1,6,1961,1.9,https://en.wikipedia.org/wiki/Poalei_Agudat_Yisrael
732,ISR,R|H,New Communist List | Democratic Front,Rakah | Hadash,com,http://www.parlgov.org/explore/isr/party/732/,1965,2021,,18,2020,12.7,http://en.wikipedia.org/wiki/Hadash
2357,ISR,RALEV,Arab List for Bedouin and Villagers,Reshima Aravit LeBedouim VeKfariym,spec,http://www.parlgov.org/explore/isr/party/2357/,1973,1973,,1,1973,1,http://en.wikipedia.org/wiki/Arab_List_for_Bedouin_and_Villagers
2311,ISR,RAM-77,United Arab List -- 1977,Reshima Aravit Meuhedet – 1977,spec,http://www.parlgov.org/explore/isr/party/2311/,1977,1977,,1,1977,1.4,http://en.wikipedia.org/wiki/United_Arab_List_%281977%29
1829,ISR,RDAY,Democratic List for Israeli Arabs,Reshima Demokratit LeAravei Yisrael,spec,http://www.parlgov.org/explore/isr/party/1829/,1951,1955,,2,1951,2.4,http://en.wikipedia.org/wiki/Democratic_List_for_Israeli_Arabs
1824,ISR,RDN,Democratic List of Nazareth,Reshima Demokratit shel Natzrat,spec,http://www.parlgov.org/explore/isr/party/1824/,1949,1949,,1,1949,1.7,http://en.wikipedia.org/wiki/Democratic_List_of_Nazareth
1841,ISR,RM,National List,Reshima Mamlakhtit,con,http://www.parlgov.org/explore/isr/party/1841/,1969,1969,,1,1969,3.1,http://en.wikipedia.org/wiki/National_List
2309,ISR,ReLo,Fighters List,Reshimat HaLohmim,spec,http://www.parlgov.org/explore/isr/party/2309/,1949,1949,,1,1949,1.2,http://en.wikipedia.org/wiki/Fighters%27_List
767,ISR,Rafi,Israeli Workers List,Reshimat Poalei Yisrael,soc,http://www.parlgov.org/explore/isr/party/767/,1965,1965,1,1,1965,7.9,http://en.wikipedia.org/wiki/Rafi_%28party%29
1831,ISR,SVM,Sephardim and Oriental Communities,Sfaradim VeEdot Mizrah,con,http://www.parlgov.org/explore/isr/party/1831/,1949,1955,3,3,1949,3.5,http://en.wikipedia.org/wiki/Sephardim_and_Oriental_Communities
1850,ISR,Shinui,Change,Shinui,lib,http://www.parlgov.org/explore/isr/party/1850/,1981,2003,4,5,2003,12.3,http://en.wikipedia.org/wiki/Shinui
1839,ISR,SV,Cooperation and Brotherhood,Shituf VeAhvah,spec,http://www.parlgov.org/explore/isr/party/1839/,1959,1969,,4,1961,1.9,http://en.wikipedia.org/wiki/Cooperation_and_Brotherhood
106,ISR,Sh,Peace-Zion,Shlomtzion,con,http://www.parlgov.org/explore/isr/party/106/,1977,1977,1,1,1977,1.9,http://en.wikipedia.org/wiki/Shlomtzion_%28political_party%29
788,ISR,Shas,Sephardi Guardians,Shomrei Sfarad,spec,http://www.parlgov.org/explore/isr/party/788/,1984,2021,31,14,1999,13,http://en.wikipedia.org/wiki/Shas
2043,ISR,Haatz,Sia'at Ha'Atzma'ut,Sia'at Ha'Atzma'ut,soc,http://www.parlgov.org/explore/isr/party/2043/,,,2,,,,http://en.wikipedia.org/wiki/Independence_%28Israeli_political_party%29
1660,ISR,Tehiya,Revival,Tehiya,con,http://www.parlgov.org/explore/isr/party/1660/,1981,1992,3,4,1984,4,http://en.wikipedia.org/wiki/Tehiya
2354,ISR,THTH,Movement for the Renewal of Social Zionism,Tenoa'a leHithadshut Tzionut Hevratit,spec,http://www.parlgov.org/explore/isr/party/2354/,,,1,,,,http://en.wikipedia.org/wiki/Movement_for_the_Renewal_of_Social_Zionism
2835,ISR,NH,New Hope,Tikva Hadasha,right,http://www.parlgov.org/explore/isr/party/2835/,2021,2021,1,1,2021,4.7,https://en.wikipedia.org/wiki/New_Hope_(Israel)
1471,ISR,TDL,Democratic Movement for Change,Tnu'a Demokratit LeShinu,lib,http://www.parlgov.org/explore/isr/party/1471/,1977,1977,1,1,1977,11.6,http://en.wikipedia.org/wiki/Democratic_Movement_for_Change
588,ISR,Tami,Movement for the Heritage of Israel,Tnu'at Masoret Yisrael,con,http://www.parlgov.org/explore/isr/party/588/,1981,1984,4,2,1981,2.3,http://en.wikipedia.org/wiki/Tami
2360,ISR,Tnufa,Momentum,Tnufa,con,http://www.parlgov.org/explore/isr/party/2360/,1999,1999,,1,1999,1.3,http://en.wikipedia.org/wiki/Pnina_Rosenblum
976,ISR,Tzomet,Crossroads,Tzomet,right,http://www.parlgov.org/explore/isr/party/976/,1988,1996,5,3,1992,6.4,http://en.wikipedia.org/wiki/Tzomet
2310,ISR,Vitzo,Women's International Zionist Organization,Vitzo,spec,http://www.parlgov.org/explore/isr/party/2310/,1949,1949,,1,1949,1.2,http://en.wikipedia.org/wiki/Women%27s_International_Zionist_Organization
2411,ISR,Yachad,Together,Yachad,right,http://www.parlgov.org/explore/isr/party/2411/,2015,2015,,1,2015,3,http://en.wikipedia.org/wiki/Yachad_%28political_party%29
1269,ISR,Ya-84,Together,Yahad,lib,http://www.parlgov.org/explore/isr/party/1269/,1984,1984,1,1,1984,2.2,http://en.wikipedia.org/wiki/Yahad_%281984%29
1303,ISR,YaToMe,United Torah Judaism,Yahadut HaTora HaMeuhedet,con,http://www.parlgov.org/explore/isr/party/1303/,1992,2021,2,12,2019,6.1,http://en.wikipedia.org/wiki/United_Torah_Judaism
2726,ISR,Y,Rightwards,Yamina,right,http://www.parlgov.org/explore/isr/party/2726/,2019,2021,1,4,2021,6.2,https://en.wikipedia.org/wiki/United_Right_(Israel)
2321,ISR,YA,There is a Future,Yesh Atid,lib,http://www.parlgov.org/explore/isr/party/2321/,2013,2021,2,3,2013,14.3,http://en.wikipedia.org/wiki/Yesh_Atid
277,ISR,YBA,Israel for Immigration,Yisrael Ba-Aliya,lib,http://www.parlgov.org/explore/isr/party/277/,1996,2003,9,3,1996,5.7,http://en.wikipedia.org/wiki/Yisrael_BaAliyah
1816,ISR,YB,Israel Our Home,Yisrael Beiteinu,right,http://www.parlgov.org/explore/isr/party/1816/,1999,2021,8,8,2009,11.7,http://en.wikipedia.org/wiki/Yisrael_Beiteinu
2355,ISR,Yiud,Mission,Yiud,right,http://www.parlgov.org/explore/isr/party/2355/,,,2,,,,http://en.wikipedia.org/wiki/Yiud
2727,ISR,Z,Zehut,Zehut,right,http://www.parlgov.org/explore/isr/party/2727/,2019,2019,,1,2019,2.7,https://en.wikipedia.org/wiki/Zehut
1472,ISR,ZK,General Zionists,Zionim Klalim,lib,http://www.parlgov.org/explore/isr/party/1472/,1949,1959,2,4,1951,16.2,http://en.wikipedia.org/wiki/General_Zionists
2737,ITA,+EU,More Europe,+Europa,lib,http://www.parlgov.org/explore/ita/party/2737/,2018,2019,,1,2018,2.8,https://en.wikipedia.org/wiki/More_Europe
373,ITA,AN,National Alliance,Alleanza Nazionale,con,http://www.parlgov.org/explore/ita/party/373/,1994,2006,3,4,2001,12,http://en.wikipedia.org/wiki/National_Alliance_(Italy)
323,ITA,ASM,Social Alternative Mussolini,Alternativa Sociale Mussolini,right,http://www.parlgov.org/explore/ita/party/323/,2004,2004,,1,2004,1.2,http://en.wikipedia.org/wiki/Social_Action_%28Italy%29
927,ITA,AIE,Associative Italians Abroad,Associativo Italiani all'Estero,spec,http://www.parlgov.org/explore/ita/party/927/,2006,2018,,4,2013,0.4,http://en.wikipedia.org/wiki/Associative_Movement_Italians_Abroad
99,ITA,CCD,Christian Democratic Centre,Centro Cristiano Democratico,chr,http://www.parlgov.org/explore/ita/party/99/,1994,1999,1,1,1999,2.6,http://en.wikipedia.org/wiki/Christian_Democratic_Centre
627,ITA,CCD+CDU,Christian Democratic Centre / United Christian Democrats,Centro Cristiano Democratico  / Cristiani Democratici Uniti,chr,http://www.parlgov.org/explore/ita/party/627/,1996,2001,1,2,2001,3.2,http://en.wikipedia.org/wiki/Whiteflower
67,ITA,CeD,Centre Right,Centro-destra,con,http://www.parlgov.org/explore/ita/party/67/,1994,1996,,2,1994,46.4,https://en.wikipedia.org/wiki/Centre-right_coalition
1048,ITA,CeS,Centre Left,Centro-sinistra,soc,http://www.parlgov.org/explore/ita/party/1048/,1994,2006,1,3,1996,34.9,http://en.wikipedia.org/wiki/Ulivo
128,ITA,CDU,United Christian Democrats,Cristiani Democratici Uniti,chr,http://www.parlgov.org/explore/ita/party/128/,1999,1999,,1,1999,2.1,http://en.wikipedia.org/wiki/United_Christian_Democrats
809,ITA,DS,Democrats of the Left,Democratici di Sinistra,soc,http://www.parlgov.org/explore/ita/party/809/,1992,2001,4,4,2001,16.6,http://en.wikipedia.org/wiki/Democrats_of_the_Left
1633,ITA,DC,Christian Democrats,Democrazia Cristiana,chr,http://www.parlgov.org/explore/ita/party/1633/,1946,1992,50,12,1948,48.5,"http://en.wikipedia.org/wiki/Christian_Democracy_(Italy,_historical)"
1005,ITA,DL-M,Democracy is Freedom -- The Daisy,Democrazia è Libertà – La Margherita,lib,http://www.parlgov.org/explore/ita/party/1005/,2001,2001,,1,2001,14.5,http://en.wikipedia.org/wiki/Daisy-Democracy_is_Freedom
488,ITA,DE,European Democracy,Democrazia Europea,chr,http://www.parlgov.org/explore/ita/party/488/,2001,2001,,1,2001,2.4,http://en.wikipedia.org/wiki/European_Democracy
1424,ITA,DP,Proletarian Democracy,Democrazia Proletaria,com,http://www.parlgov.org/explore/ita/party/1424/,1976,1989,,3,1987,1.7,http://en.wikipedia.org/wiki/Democrazia_Proletaria
910,ITA,FdV,Federation of the Greens,Federazione dei Verdi,eco,http://www.parlgov.org/explore/ita/party/910/,1992,2019,5,5,1992,2.8,http://en.wikipedia.org/wiki/Federation_of_the_Greens
1304,ITA,FdLV,Green Lists,Federazione delle Liste Verdi,eco,http://www.parlgov.org/explore/ita/party/1304/,1987,1989,,1,1987,2.5,http://en.wikipedia.org/wiki/Green_Lists
2158,ITA,FiD,Stop the Decline,Fermare il Declino,lib,http://www.parlgov.org/explore/ita/party/2158/,2013,2013,,1,2013,1.1,http://en.wikipedia.org/wiki/Stop_the_Decline
176,ITA,MSFT,Fiamma Tricolore,Fiamma Tricolore,right,http://www.parlgov.org/explore/ita/party/176/,1999,2008,,1,2008,2.5,http://en.wikipedia.org/wiki/Fiamma_Tricolore
596,ITA,FI-PdL,Go Italy -- The People of Freedom,Forza Italia – Il Popolo della Libertà,con,http://www.parlgov.org/explore/ita/party/596/,1994,2019,6,7,2008,38.2,http://en.wikipedia.org/wiki/Forza_Italia
2154,ITA,FdI,Brothers of Italy,Fratelli d'Italia,right,http://www.parlgov.org/explore/ita/party/2154/,2013,2019,,2,2018,4.3,http://en.wikipedia.org/wiki/Brothers_of_Italy
409,ITA,FUQ,Front of the Ordinary Man,Fronte dell'Uomo Qualunque,con,http://www.parlgov.org/explore/ita/party/409/,1946,1946,,1,1946,5.3,http://en.wikipedia.org/wiki/Front_of_the_Ordinary_Man
961,ITA,ID,Democracy,I Democratici,chr,http://www.parlgov.org/explore/ita/party/961/,1999,1999,2,1,1999,7.7,http://en.wikipedia.org/wiki/The_Democrats_(Italy)
693,ITA,IdV,Italy of Values,Italia dei Valori,lib,http://www.parlgov.org/explore/ita/party/693/,2001,2018,1,4,2008,4.5,http://en.wikipedia.org/wiki/Italia_dei_Valori
2794,ITA,IV,Italy Alive,Italia Viva,lib,http://www.parlgov.org/explore/ita/party/2794/,,,2,,,,https://en.wikipedia.org/wiki/Italia_Viva
1246,ITA,LUP,The Union-Prodi,L'Unione-Prodi,soc,http://www.parlgov.org/explore/ita/party/1246/,2006,2006,,1,2006,1.1,http://en.wikipedia.org/wiki/The_Union_(political_coalition)
1436,ITA,LN,North League,Lega Nord,right,http://www.parlgov.org/explore/ita/party/1436/,1989,2019,6,8,2018,17.4,http://en.wikipedia.org/wiki/Lega_Nord
1080,ITA,LV,Venetian League,Liga Veneta,spec,http://www.parlgov.org/explore/ita/party/1080/,1983,1992,,3,1987,0.8,http://en.wikipedia.org/wiki/Liga_Veneta
630,ITA,DINI-RI,Dini List -- Italian Renewal,Lista Dini – Rinnovamento Italiano,soc,http://www.parlgov.org/explore/ita/party/630/,1996,1999,4,1,1999,1.1,http://en.wikipedia.org/wiki/Italian_Renewal
2155,ITA,M5S,Five Star Movement,Movimento 5 Stelle,none,http://www.parlgov.org/explore/ita/party/2155/,2013,2019,3,2,2018,33.3,http://en.wikipedia.org/wiki/Five_Star_Movement
1040,ITA,MpA,Movement for Autonomy,Movimento per l'Autonomia,chr,http://www.parlgov.org/explore/ita/party/1040/,2008,2009,,1,2008,1.1,http://en.wikipedia.org/wiki/Movement_for_Autonomy
366,ITA,Rete,Movement for Democracy -- The Net,Movimento per la Democrazia – La Rete,chr,http://www.parlgov.org/explore/ita/party/366/,1992,1994,,2,1992,1.9,http://en.wikipedia.org/wiki/Movement_for_Democracy_%E2%80%93_The_Net
831,ITA,MSI,Italian Social Movement,Movimento Sociale Italiano,right,http://www.parlgov.org/explore/ita/party/831/,1948,1992,,11,1972,8.7,http://en.wikipedia.org/wiki/Italian_Social_Movement
2268,ITA,NCD,New Centre-Right | Popular Alternative,Nuovo Centrodestra | Alternativa Popolare,con,http://www.parlgov.org/explore/ita/party/2268/,2014,2014,3,1,2014,4.4,http://en.wikipedia.org/wiki/New_Centre-right
1287,ITA,NPSI,New PSI,Nuovo Partito Socialisti Italiani,soc,http://www.parlgov.org/explore/ita/party/1287/,2001,2004,1,1,2001,0.9,http://en.wikipedia.org/wiki/Socialist_Party_New_PSI
1278,ITA,P|SDI,Italian Democratic Socialists | Party,Partito | Socialisti Democratici Italiani,soc,http://www.parlgov.org/explore/ita/party/1278/,1999,1999,2,1,1999,2.2,http://en.wikipedia.org/wiki/Italian_Democratic_Socialists
